BuurtCode,ActDuur,Leeftijd,AantVpl,AantOVVpl,AantSVpl,FactorH,FactorP,FactorV,HHPers,HHLft1,HHLft2,HHLft3,HHLft4,HHRijbewijsAu,HHRijbewijsMo,HHRijbewijsBr,HHAuto,HHAutoL,OPAuto,HHMotor,OPMotor,HHBrom,OPBrom,HHSnor,OPSnor,BouwjaarPa1,BouwjaarPa2,BouwjaarPaL,AfstandOP,AfstandSOP,AfstV,Sted,FqLopen,FqNEFiets,FqEFiets,FqBTM,FqTrein,FqAutoB,FqAutoP,FqMotor,FqBrSnor,GemGr,KAfstV,BetWerk,KBouwjaarPa1,KBouwjaarPa2,KBouwjaarPaL,KGewichtPa1,KGewichtPa2,KGewichtPaL,BerHalte,BerFam,BerSport,BerWrk,BerOnd,BerSup,BerZiek,BerArts,BerStat,HHLaagInk,HHSocInk,HHBestInkG,HHGestInkG,HHWelvG,KLeeft,HHSam,HHPlOP,OnbBez,MaatsPart,Opleiding,HHBezitVm,OPBezitVm,OVStKaart,Verpl,Doel,MotiefV,KMotiefV,VertLoc,AardWerk,Weggeweest,VolgWerk,KVertTijd,Prov,WrkVerg,MeerWink,OPRijbewijsAu,OPRijbewijsMo,OPRijbewijsBr,HHEFiets,Kind6,CorrVerpl,VergVast,VergKm,VergBrSt,VergOV,VergAans,VergVoer,VergBudg,VergPark,VergStal,VergAnd,ByzAdr,ByzVvm,ByzTyd,ByzDuur,ByzRoute
0363KA05,177.71428571428572,38.32432432432432,3.72972972972973,0.3783783783783784,0.0,268.9372920178897,335.4034112443345,122422.2451041821,1.635135135135135,0.0,0.02702702702702703,0.05405405405405406,1.554054054054054,1.1486486486486487,0.06756756756756757,1.1486486486486487,0.6956521739130435,0.028985507246376812,0.4189189189189189,0.0,0.0,0.0,0.0,0.0,0.0,2009.5116279069769,2001.0,2007.0,361.79411764705884,,127.47058823529412,1.0,1.3108108108108107,1.5945945945945945,4.945945945945946,3.445945945945946,3.6621621621621623,3.189189189189189,3.7972972972972974,5.0,4.824324324324325,8.0,5.661764705882353,2.2222222222222223,1.4883720930232558,1.0,1.0,2.627906976744186,2.0,3.0,1.0597014925373134,1.2537313432835822,1.15625,1.121212121212121,1.2580645161290323,1.0,1.1935483870967742,1.0769230769230769,1.1940298507462686,7.140350877192983,8.017543859649123,5.971014492753623,6.3478260869565215,6.63768115942029,8,1,1,0,2,4,3,0,0,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,5.0,8,0.5925925925925926,0.16666666666666666,0.7432432432432432,0.02702702702702703,0.7432432432432432,0.0945945945945946,0.0,0.0,0.53125,0.15625,0.0,0.9166666666666666,0.0,0.0,0.28125,0.0,0.0,0.0,0.42424242424242425,0.5757575757575758,0.45454545454545453,0.30303030303030304,0.18181818181818182
0363KC02,176.64444444444445,49.79710144927536,3.4057971014492754,0.34782608695652173,0.0,171.37632268834236,313.77645505432906,114528.4060948301,2.391304347826087,0.13043478260869565,0.08695652173913043,0.30434782608695654,1.9565217391304348,1.434782608695652,0.17391304347826086,1.434782608695652,0.8695652173913043,0.13043478260869565,0.15942028985507245,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,2010.2954545454545,2010.2857142857142,2020.5555555555557,441.2769230769231,,133.4923076923077,1.0,1.434782608695652,2.782608695652174,4.318840579710145,3.0869565217391304,4.246376811594203,3.4347826086956523,3.246376811594203,5.0,4.971014492753623,8.0,6.1692307692307695,1.7580645161290323,2.5681818181818183,1.7142857142857142,5.555555555555555,3.409090909090909,4.0,4.777777777777778,1.096774193548387,1.1935483870967742,1.1363636363636365,1.0,1.0,1.064516129032258,1.1428571428571428,1.0714285714285714,1.196078431372549,8.0,9.0,8.245901639344263,8.19672131147541,8.19672131147541,7,2,3,0,2,4,3,0,4,1.0,1.0,1.0,7.0,1.0,12.0,1,9.0,4.0,8,0.65625,0.5714285714285714,0.6231884057971014,0.07246376811594203,0.6231884057971014,0.21739130434782608,0.046153846153846156,0.06153846153846154,0.2857142857142857,0.42857142857142855,0.0,0.0,,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0363KD01,145.56626506024097,53.921875,4.0625,0.0390625,0.0,118.33898055483449,263.0792309018426,96023.91927917255,2.59375,0.015625,0.140625,0.34375,2.09375,1.8359375,0.25,1.8984375,1.0078125,0.140625,0.2734375,0.0625,0.0,0.125,0.0,0.0546875,0.015625,2011.631067961165,2006.375,2016.909090909091,227.68595041322314,,80.30578512396694,1.0,1.234375,1.9453125,4.421875,3.6875,3.9453125,3.1953125,3.421875,4.984375,4.7890625,8.0,4.3884297520661155,0.991869918699187,2.2524271844660193,1.75,3.5454545454545454,4.145631067961165,3.875,5.0,1.1008403361344539,1.11864406779661,1.0198019801980198,1.0,1.1111111111111112,1.0672268907563025,1.1652173913043478,1.1260504201680672,1.201834862385321,7.772357723577236,8.829268292682928,7.724409448818897,7.669291338582677,8.283464566929133,16,2,3,2,7,4,3,0,4,1.0,1.0,7.0,4.0,1.0,12.0,1,9.0,5.0,8,0.47368421052631576,0.4375,0.796875,0.046875,0.8125,0.296875,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,1.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.8,0.16666666666666666,0.23333333333333334,0.06666666666666667,0.16666666666666666
0363KE01,152.0151515151515,34.989583333333336,3.90625,0.6666666666666666,0.0,213.16975529850583,374.74402714358365,136781.569907408,2.2291666666666665,0.07291666666666667,0.0,0.22916666666666666,1.9270833333333333,1.1041666666666667,0.03125,1.1041666666666667,0.22916666666666666,0.05434782608695652,0.052083333333333336,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,2008.2941176470588,,2020.0,404.3478260869565,,135.15217391304347,1.0,1.3958333333333333,1.8645833333333333,5.0,2.4895833333333335,3.0833333333333335,4.145833333333333,3.9895833333333335,4.979166666666667,4.4375,8.0,5.326086956521739,1.7604166666666667,1.4705882352941178,,5.0,3.588235294117647,,3.6,1.0416666666666667,1.5,1.2345679012345678,1.0253164556962024,1.1911764705882353,1.0,1.1549295774647887,1.074468085106383,1.1538461538461537,7.675675675675675,8.243243243243244,6.252873563218391,6.252873563218391,6.413793103448276,8,2,3,0,2,4,0,0,0,1.0,1.0,7.0,4.0,4.0,12.0,1,9.0,5.0,8,0.6078431372549019,0.2727272727272727,0.4479166666666667,0.010416666666666666,0.4479166666666667,0.020833333333333332,0.06521739130434782,0.0,0.06451612903225806,0.5483870967741935,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.6774193548387096,0.0967741935483871,0.4838709677419355,0.06451612903225806,0.16129032258064516
0363KE02,182.06849315068493,40.675,3.725,0.6,0.0,219.92104745349235,358.2094962783067,130746.46614158194,2.066666666666667,0.14166666666666666,0.18333333333333332,0.1,1.6416666666666666,0.9083333333333333,0.13333333333333333,0.9083333333333333,0.41379310344827586,0.05172413793103448,0.23333333333333334,0.03333333333333333,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,2010.047619047619,,2020.0,197.05128205128204,,58.111111111111114,1.0,1.225,2.75,4.608333333333333,2.716666666666667,3.4583333333333335,4.0,3.566666666666667,4.975,4.858333333333333,8.0,4.47008547008547,2.036697247706422,1.8571428571428572,,5.0,2.9761904761904763,,5.0,1.3018867924528301,1.3394495412844036,1.325,1.1521739130434783,1.3793103448275863,1.073394495412844,1.25,1.2169811320754718,1.2571428571428571,7.704761904761905,7.828571428571428,5.4,5.4818181818181815,5.318181818181818,8,2,3,0,2,4,0,0,4,1.0,1.0,11.0,7.0,1.0,12.0,1,9.0,5.0,8,0.6617647058823529,0.2727272727272727,0.475,0.1,0.475,0.15833333333333333,0.017094017094017096,0.0,0.1111111111111111,0.26666666666666666,0.0,0.71875,0.25,0.0,0.044444444444444446,0.0,0.0,0.26666666666666666,0.6595744680851063,0.19148936170212766,0.5106382978723404,0.1276595744680851,0.6595744680851063
0363KE05,142.2888888888889,45.385714285714286,4.685714285714286,0.17142857142857143,0.07142857142857142,237.0537869482136,384.0005424039275,140160.19797743356,2.1285714285714286,0.0,0.02857142857142857,0.08571428571428572,2.0142857142857142,1.6857142857142857,0.15714285714285714,1.6857142857142857,0.5571428571428572,0.11428571428571428,0.05714285714285714,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,2001.24,2017.0,2013.0,146.52941176470588,250.0,37.74626865671642,1.0,1.3428571428571427,1.6714285714285715,4.857142857142857,3.4714285714285715,3.5714285714285716,3.4571428571428573,3.7285714285714286,5.0,4.714285714285714,8.0,4.074626865671642,1.9264705882352942,1.72,4.0,3.0,3.68,5.0,2.3333333333333335,1.1323529411764706,1.1911764705882353,1.1016949152542372,1.15625,1.0,1.088235294117647,1.1607142857142858,1.1323529411764706,1.0923076923076922,7.855072463768116,8.36231884057971,5.666666666666667,5.304347826086956,5.304347826086956,8,2,3,0,1,4,0,0,4,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,5.0,8,0.6363636363636364,0.125,0.8142857142857143,0.1,0.8142857142857143,0.07142857142857142,0.0,0.029850746268656716,0.05714285714285714,0.6285714285714286,0.0,0.3684210526315789,0.0,0.25,0.02857142857142857,0.07142857142857142,0.0,0.08571428571428572,0.1111111111111111,0.5,0.6666666666666666,0.2777777777777778,0.16666666666666666
0363KH04,137.3013698630137,44.091743119266056,4.220183486238532,0.6788990825688074,0.0,240.75028433016837,365.2511482200008,133316.6691003003,1.8807339449541285,0.027522935779816515,0.06422018348623854,0.13761467889908258,1.6788990825688073,0.9908256880733946,0.05504587155963303,1.0275229357798166,0.4036697247706422,0.11009174311926606,0.1926605504587156,0.0,0.0,0.01834862385321101,0.01834862385321101,0.0,0.0,2005.8709677419354,2016.0,2003.1666666666667,512.0761904761905,,112.18095238095238,1.0,1.3302752293577982,2.4954128440366974,4.477064220183486,2.981651376146789,3.5137614678899083,4.08256880733945,3.761467889908257,5.0,4.871559633027523,8.0,5.257142857142857,1.7156862745098038,1.3225806451612903,3.0,1.3333333333333333,3.838709677419355,4.0,4.0,1.121212121212121,1.196078431372549,1.2258064516129032,1.0684931506849316,1.26,1.2254901960784315,1.2340425531914894,1.2291666666666667,1.1368421052631579,7.8977272727272725,8.579545454545455,5.742574257425742,6.03960396039604,5.851485148514851,7,2,3,0,2,4,0,0,0,1.0,1.0,7.0,7.0,4.0,12.0,1,9.0,5.0,8,0.5714285714285714,0.5625,0.5321100917431193,0.0,0.5504587155963303,0.1743119266055046,0.02857142857142857,0.0,0.17857142857142858,0.5,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.23684210526315788,0.47368421052631576,0.10526315789473684,0.0
0363KJ06,164.1864406779661,58.566265060240966,4.590361445783133,0.3855421686746988,0.0,135.19872921663404,302.73893616142755,110499.71169892106,2.746987951807229,0.07228915662650602,0.43373493975903615,0.30120481927710846,1.9397590361445782,1.6746987951807228,0.2289156626506024,1.6746987951807228,1.2289156626506024,0.20481927710843373,0.5903614457831325,0.012048192771084338,0.0,0.10843373493975904,0.0,0.1686746987951807,0.12048192771084337,2011.0945945945946,1993.0,2009.7692307692307,430.8051948051948,,130.64935064935065,1.0,1.3493975903614457,1.9879518072289157,4.373493975903615,3.0120481927710845,3.5903614457831323,2.3373493975903616,3.746987951807229,4.927710843373494,5.0,8.0,5.766233766233766,1.3493975903614457,2.1216216216216215,1.0,2.0,4.0675675675675675,4.0,4.230769230769231,1.0963855421686748,1.1325301204819278,1.1466666666666667,1.0,1.0,1.108433734939759,1.0263157894736843,1.0506329113924051,1.054054054054054,7.590361445783133,8.53012048192771,7.662650602409639,7.759036144578313,8.903614457831326,16,3,3,0,7,4,3,3,4,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,5.0,8,0.36363636363636365,0.45454545454545453,0.891566265060241,0.04819277108433735,0.891566265060241,0.21686746987951808,0.05194805194805195,0.0,0.0,0.5,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.8695652173913043,0.30434782608695654,0.391304347826087,0.0,0.0
0363KK04,163.5,38.83471074380165,3.4545454545454546,0.2231404958677686,0.0,230.1363935904628,360.6785285472439,131647.662919744,1.9338842975206612,0.03305785123966942,0.14049586776859505,0.1487603305785124,1.6115702479338843,1.43801652892562,0.04132231404958678,1.43801652892562,0.5454545454545454,0.11570247933884298,0.2066115702479339,0.024793388429752067,0.024793388429752067,0.0,0.0,0.049586776859504134,0.03305785123966942,2012.7307692307693,,2021.0,453.7350427350427,,161.8803418803419,1.0,1.578512396694215,2.239669421487603,4.661157024793388,3.256198347107438,3.43801652892562,3.28099173553719,3.487603305785124,4.958677685950414,4.595041322314049,8.0,5.47008547008547,2.252173913043478,2.1538461538461537,,6.0,2.3846153846153846,,3.0,1.09009009009009,1.2347826086956522,1.0754716981132075,1.08,1.0266666666666666,1.0990990990990992,1.0707964601769913,1.0869565217391304,1.0619469026548674,7.070707070707071,7.737373737373737,4.900826446280992,5.024793388429752,5.289256198347108,7,1,3,0,2,4,3,0,0,1.0,1.0,7.0,4.0,4.0,12.0,1,9.0,5.0,8,0.7682926829268293,0.25,0.8677685950413223,0.024793388429752067,0.8677685950413223,0.14049586776859505,0.02564102564102564,0.0,0.2222222222222222,0.30158730158730157,0.16666666666666666,0.4230769230769231,0.6153846153846154,0.16216216216216217,0.0,0.08,0.0,0.1111111111111111,0.4,0.43333333333333335,0.13333333333333333,0.26666666666666666,0.4
0363KL02,174.69473684210527,36.59124087591241,3.9197080291970803,0.6715328467153284,0.0,181.46713084608461,327.9945399869498,119718.00709523667,2.2627737226277373,0.029197080291970802,0.17518248175182483,0.13138686131386862,1.927007299270073,1.4233576642335766,0.029197080291970802,1.489051094890511,0.5328467153284672,0.13636363636363635,0.19708029197080293,0.0072992700729927005,0.0072992700729927005,0.06569343065693431,0.0364963503649635,0.0,0.0,2012.764705882353,2005.0,2020.3333333333333,611.824427480916,,183.16030534351145,1.0,1.218978102189781,1.6569343065693432,4.781021897810219,3.051094890510949,3.124087591240876,4.131386861313868,3.708029197080292,5.0,4.839416058394161,8.0,6.312977099236641,2.2416666666666667,2.784313725490196,1.0,5.5,3.4901960784313726,3.0,3.6666666666666665,1.0,1.2583333333333333,1.1111111111111112,1.0952380952380953,1.0,1.0166666666666666,1.1875,1.1120689655172413,1.0583333333333333,8.0,8.98,6.015267175572519,6.473282442748092,6.297709923664122,7,2,3,0,2,4,0,0,4,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,8.0,8,0.4782608695652174,0.0,0.6423357664233577,0.029197080291970802,0.708029197080292,0.0364963503649635,0.015267175572519083,0.0,0.11363636363636363,0.11363636363636363,0.0,1.0,0.23809523809523808,0.2222222222222222,0.1590909090909091,0.0,0.0,0.0,0.08695652173913043,0.34782608695652173,0.6086956521739131,0.30434782608695654,0.391304347826087
0363KQ03,212.28571428571428,50.96969696969697,3.4242424242424243,0.0,0.0,267.2020897608858,364.3022683816043,132970.32795928555,1.696969696969697,0.06060606060606061,0.0,0.12121212121212122,1.5151515151515151,1.3636363636363635,0.18181818181818182,1.3636363636363635,1.0909090909090908,0.06060606060606061,0.8484848484848485,0.15151515151515152,0.0,0.15151515151515152,0.0,0.0,0.0,2012.8,2003.0,2019.0,351.82758620689657,,109.62068965517241,1.0,1.4242424242424243,2.757575757575758,4.303030303030303,3.6363636363636362,4.0606060606060606,2.1818181818181817,3.6363636363636362,4.818181818181818,4.363636363636363,8.0,5.758620689655173,2.1515151515151514,2.5,1.0,4.0,3.466666666666667,5.0,3.0,1.1333333333333333,1.1818181818181819,1.0434782608695652,1.0,1.1538461538461537,1.0,1.0,1.0,1.3125,6.870967741935484,7.709677419354839,6.870967741935484,7.903225806451613,8.225806451612904,9,1,3,0,2,4,3,3,4,1.0,1.0,9.0,8.0,4.0,12.0,1,9.0,5.0,8,0.7894736842105263,0.0,0.9090909090909091,0.030303030303030304,0.9090909090909091,0.21212121212121213,0.0,0.0,0.4666666666666667,0.8666666666666667,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0
0363KR03,168.336,42.328125,3.734375,0.578125,0.0,281.9634637911076,375.94956940511594,137221.59283286732,1.8802083333333333,0.11458333333333333,0.11458333333333333,0.08854166666666667,1.5625,0.9010416666666666,0.010416666666666666,0.9479166666666666,0.5260416666666666,0.03125,0.328125,0.0,0.0,0.015625,0.015625,0.010416666666666666,0.0,2013.1764705882354,2018.8,2011.0,352.8212290502793,,124.58659217877096,1.0,1.359375,2.3854166666666665,4.692708333333333,2.9739583333333335,3.6979166666666665,3.875,3.6927083333333335,5.0,4.953125,8.0,5.4860335195530725,1.3186813186813187,2.776470588235294,4.4,2.0,3.0941176470588236,4.6,4.0,1.1714285714285715,1.446927374301676,1.4885496183206106,1.1416666666666666,1.0384615384615385,1.0112994350282485,1.1566265060240963,1.1204819277108433,1.1828571428571428,7.39568345323741,7.985611510791367,5.144578313253012,5.331325301204819,5.421686746987952,8,1,1,0,2,4,0,0,0,1.0,1.0,7.0,4.0,4.0,12.0,1,9.0,5.0,8,0.5540540540540541,0.5666666666666667,0.5104166666666666,0.005208333333333333,0.5364583333333334,0.10416666666666667,0.061452513966480445,0.0,0.5609756097560976,0.04878048780487805,0.0,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.4375,0.125,0.125
0363MA11,188.40837696335078,45.939189189189186,3.6587837837837838,0.6925675675675675,0.010135135135135136,178.196617614531,318.5421326991689,116267.87843519666,2.364864864864865,0.0945945945945946,0.23986486486486486,0.1858108108108108,1.8445945945945945,1.4222972972972974,0.15878378378378377,1.4222972972972974,0.7128378378378378,0.13541666666666666,0.3310810810810811,0.0472972972972973,0.006756756756756757,0.0033783783783783786,0.0033783783783783786,0.02027027027027027,0.02027027027027027,2011.1045751633987,2005.8,2018.3333333333333,377.45454545454544,80.0,133.34035087719298,1.0,1.489864864864865,1.837837837837838,4.493243243243243,3.1013513513513513,3.4155405405405403,3.5405405405405403,3.6486486486486487,4.983108108108108,4.956081081081081,8.0,6.094736842105263,2.0144927536231885,2.3006535947712417,1.7333333333333334,4.538461538461538,2.980392156862745,3.7333333333333334,4.088235294117647,1.091254752851711,1.3284132841328413,1.2536585365853659,1.1644444444444444,1.1842105263157894,1.0590405904059041,1.2231404958677685,1.146153846153846,1.0891472868217054,7.453237410071942,8.428057553956835,6.920863309352518,6.874100719424461,6.971223021582734,8,2,3,0,2,4,3,0,4,1.0,1.0,7.0,4.0,1.0,12.0,1,9.0,5.0,8,0.7114427860696517,0.5,0.7466216216216216,0.030405405405405407,0.7466216216216216,0.20945945945945946,0.06666666666666667,0.028070175438596492,0.35664335664335667,0.11188811188811189,0.17857142857142858,0.6075949367088608,0.0,0.140625,0.04195804195804196,0.009345794392523364,0.0,0.11188811188811189,0.625,0.3229166666666667,0.3541666666666667,0.0625,0.2708333333333333
0363MC01,107.48148148148148,42.92307692307692,4.247863247863248,0.4017094017094017,0.0,292.24153030140064,423.63383595583844,154626.350123881,2.0085470085470085,0.1282051282051282,0.28205128205128205,0.15384615384615385,1.4444444444444444,0.9658119658119658,0.02564102564102564,0.9829059829059829,0.38461538461538464,0.05128205128205128,0.18803418803418803,0.017094017094017096,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.0,0.0,2010.7435897435898,,2017.6666666666667,303.85714285714283,,153.875,1.0,1.0598290598290598,1.7863247863247864,4.564102564102564,2.8205128205128207,3.299145299145299,3.905982905982906,3.4188034188034186,4.965811965811966,4.871794871794871,8.0,5.142857142857143,2.0350877192982457,1.7435897435897436,,3.6666666666666665,2.8205128205128207,,3.0,1.0614035087719298,1.2982456140350878,1.1797752808988764,1.1844660194174756,1.2195121951219512,1.043859649122807,1.043859649122807,1.105263157894737,1.0964912280701755,7.618181818181818,7.827272727272727,5.589285714285714,5.821428571428571,5.6875,9,1,1,0,2,4,0,0,0,1.0,1.0,7.0,7.0,4.0,12.0,1,9.0,5.0,8,0.5,0.3125,0.5128205128205128,0.02564102564102564,0.5213675213675214,0.1794871794871795,0.07142857142857142,0.0,0.3783783783783784,0.1891891891891892,0.0,0.5454545454545454,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
0363MC02,142.87037037037038,43.18421052631579,4.605263157894737,0.5,0.0,247.78258785569378,422.834994235111,154334.77289581555,2.236842105263158,0.21052631578947367,0.039473684210526314,0.13157894736842105,1.855263157894737,1.118421052631579,0.19736842105263158,1.118421052631579,0.4342105263157895,0.06578947368421052,0.2236842105263158,0.0,0.0,0.0,0.0,0.06578947368421052,0.0,2009.642857142857,,2021.0,407.875,,97.80555555555556,1.0,1.394736842105263,1.7894736842105263,4.447368421052632,2.8289473684210527,3.1973684210526314,3.526315789473684,3.1710526315789473,5.0,4.7894736842105265,8.0,4.291666666666667,1.736842105263158,1.6428571428571428,,6.0,2.4642857142857144,,2.0,1.1333333333333333,1.2763157894736843,1.0655737704918034,1.078125,1.075,1.0,1.1014492753623188,1.0945945945945945,1.3333333333333333,7.428571428571429,7.985714285714286,4.8133333333333335,4.773333333333333,5.04,8,2,3,0,2,4,0,0,0,1.0,1.0,7.0,4.0,1.0,12.0,1,9.0,13.0,8,0.6756756756756757,0.36363636363636365,0.7236842105263158,0.19736842105263158,0.7236842105263158,0.11842105263157894,0.125,0.0,0.4,0.04,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,0.12195121951219512,0.6097560975609756,0.24390243902439024,0.4146341463414634
0363ME01,217.42105263157896,42.2463768115942,2.7971014492753623,0.6666666666666666,0.0,266.4636411238676,440.82412612509575,160900.80603565995,2.7246376811594204,0.14492753623188406,0.028985507246376812,0.6086956521739131,1.9420289855072463,0.9710144927536232,0.2318840579710145,0.9710144927536232,0.36231884057971014,0.0,0.07246376811594203,0.0,0.0,0.028985507246376812,0.028985507246376812,0.0,0.0,2010.44,,,221.4,,76.26153846153846,1.0,1.2028985507246377,2.6956521739130435,4.971014492753623,2.5217391304347827,3.391304347826087,4.2898550724637685,3.579710144927536,5.0,4.884057971014493,8.0,5.107692307692307,1.173913043478261,1.76,,,3.6,,,1.0441176470588236,1.4558823529411764,1.1363636363636365,1.0,1.0512820512820513,1.0441176470588236,1.1029411764705883,1.1323529411764706,1.0454545454545454,6.807017543859649,6.614035087719298,4.8125,4.640625,4.4375,8,1,1,0,2,4,0,0,0,1.0,1.0,6.0,4.0,4.0,12.0,1,9.0,5.0,8,0.7142857142857143,0.125,0.5942028985507246,0.15942028985507245,0.5942028985507246,0.0,0.07692307692307693,0.0,0.3,0.4,,0.07142857142857142,0.0,0.0,0.1,0.0,0.0,0.15,0.6666666666666666,0.3333333333333333,0.2,0.2,0.3333333333333333
0363MF01,187.04,40.60493827160494,3.419753086419753,0.8148148148148148,0.0,252.70229174591555,416.4930024576309,152019.94589703527,2.567901234567901,0.04938271604938271,0.024691358024691357,0.2716049382716049,2.2222222222222223,1.5185185185185186,0.14814814814814814,1.5185185185185186,0.6666666666666666,0.18518518518518517,0.12345679012345678,0.07407407407407407,0.0,0.024691358024691357,0.0,0.09876543209876543,0.024691358024691357,2011.2162162162163,2004.0,2012.5333333333333,316.3625,,107.6625,1.0,1.3580246913580247,2.5308641975308643,4.432098765432099,2.185185185185185,3.1481481481481484,3.753086419753086,3.6049382716049383,4.753086419753086,4.654320987654321,8.0,5.725,2.0864197530864197,2.027027027027027,1.0,2.6,2.972972972972973,2.0,2.076923076923077,1.1282051282051282,1.0769230769230769,1.4363636363636363,1.0,1.175,1.0512820512820513,1.0303030303030303,1.0606060606060606,1.1428571428571428,7.676470588235294,7.735294117647059,5.695652173913044,5.6521739130434785,5.188405797101449,6,1,1,0,2,4,0,0,0,1.0,1.0,1.0,1.0,4.0,12.0,1,9.0,13.0,8,0.5689655172413793,0.3,0.5802469135802469,0.0,0.5802469135802469,0.2345679012345679,0.075,0.0,0.24242424242424243,0.36363636363636365,0.0,0.21052631578947367,0.0,0.14285714285714285,0.21212121212121213,0.08695652173913043,0.0,0.0,0.2631578947368421,0.0,0.0,0.5263157894736842,0.42105263157894735
0363MG01,235.31944444444446,40.61864406779661,3.457627118644068,0.7203389830508474,0.0,151.8317719319502,289.7016901812749,105741.11691616534,2.330508474576271,0.025423728813559324,0.03389830508474576,0.1440677966101695,2.1271186440677967,1.4915254237288136,0.2033898305084746,1.5084745762711864,0.4576271186440678,0.06779661016949153,0.1864406779661017,0.06779661016949153,0.0423728813559322,0.0,0.0,0.0,0.0,2010.4285714285713,2016.0,2019.25,614.8,,239.5304347826087,1.0,1.4661016949152543,1.7542372881355932,4.567796610169491,2.8135593220338984,3.2288135593220337,3.559322033898305,3.2542372881355934,4.788135593220339,4.906779661016949,8.0,7.48695652173913,2.2782608695652176,2.0476190476190474,3.0,4.25,3.0238095238095237,5.0,4.75,1.2,1.382608695652174,1.3428571428571427,1.0471698113207548,1.3934426229508197,1.173913043478261,1.3859649122807018,1.208695652173913,1.2743362831858407,7.685185185185185,8.472222222222221,7.008474576271187,6.932203389830509,6.779661016949152,8,2,3,0,2,4,0,0,0,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,10.0,8,0.4943820224719101,0.5833333333333334,0.7457627118644068,0.13559322033898305,0.7457627118644068,0.15254237288135594,0.017391304347826087,0.0,0.09090909090909091,0.29545454545454547,,0.4838709677419355,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.5813953488372093,0.23255813953488372,0.13953488372093023,0.27906976744186046,0.27906976744186046
0363MJ02,148.55555555555554,38.51162790697674,4.0,0.4186046511627907,0.0,180.68754052424774,382.2070962344613,139505.59012557837,2.2790697674418605,0.0,0.16279069767441862,0.27906976744186046,1.8372093023255813,1.5813953488372092,0.3488372093023256,1.6511627906976745,0.9302325581395349,0.09302325581395349,0.3023255813953488,0.06976744186046512,0.06976744186046512,0.0,0.0,0.06976744186046512,0.0,2015.2142857142858,2012.875,2019.0,339.7560975609756,,133.8048780487805,1.0,1.7209302325581395,2.441860465116279,4.651162790697675,3.186046511627907,3.6744186046511627,4.465116279069767,2.813953488372093,4.72093023255814,4.72093023255814,8.0,6.365853658536586,1.75,2.9285714285714284,2.0,4.0,3.892857142857143,1.25,4.0,1.0,1.25,1.2727272727272727,1.0,1.0,1.0,1.2571428571428571,1.2571428571428571,1.0,7.790697674418604,8.162790697674419,6.8604651162790695,7.255813953488372,7.906976744186046,7,2,3,0,2,4,3,0,4,1.0,1.0,1.0,1.0,1.0,12.0,1,9.0,8.0,8,0.3,0.25,0.46511627906976744,0.20930232558139536,0.5348837209302325,0.23255813953488372,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
