bu_code,a_inw
BU06640104,3385
BU06640105,6665
BU06640106,1405
BU06640107,95
BU06640108,740
BU06640109,930
BU06640110,2595
BU06640111,1195
BU06640220,755
BU06640229,50
BU06640440,365
BU06640550,1220
BU06640551,220
BU06640559,110
BU06640660,205
BU06640778,120
BU06640779,60
BU06640880,3280
BU06640889,750
BU06640990,550
BU06680100,3975
BU06680101,4525
BU06680200,3600
BU06680201,2430
BU06680300,3570
BU06680301,2720
BU06680400,30025
BU06680401,8800
BU06680500,11800
BU06680501,5460
BU06680600,15840
BU06680601,4725
BU06680700,3675
BU06680701,3900
BU06680800,6690
BU06680801,1625
BU06770401,605
BU06770402,80
BU06770801,1520
BU06770802,2360
BU06770803,1840
BU06770804,50
BU06770805,610
BU06770901,475
BU06770902,90
BU06771301,420
BU06771302,465
BU06771401,115
BU06771402,130
BU06771501,525
BU06771502,15
BU06771503,480
BU06780000,8925
BU06780009,520
BU06780200,435
BU06871416,5
BU06874957,20
BU06875069,90
BU06875164,60
BU06875265,130
BU06875966,175
BU07030000,5890
BU07030001,4130
BU07030002,3530
BU07030006,470
BU07030009,260
BU07030100,1945
BU07030101,1770
BU07030102,750
BU07030106,20
BU07030109,375
BU07030200,2030
BU07030202,1355
BU07030206,75
BU07030209,185
BU07030300,1075
BU07030309,385
BU07030400,3350
BU07030401,170
BU07030402,100
BU07030403,1430
BU07030406,10
BU07030409,670
BU07030500,610
BU07030501,2080
BU07030509,225
BU07160100,2720
BU07160109,440
BU07160200,1685
BU07160209,555
BU07160300,6350
BU07160309,800
BU07160400,1520
BU07160600,2445
BU07160609,295
BU07170000,480
BU07170001,860
BU07170002,85
BU07170009,215
BU07170100,405
BU07170109,120
BU07170200,1470
BU07170201,40
BU07170209,560
BU07170300,1670
BU07170309,200
BU07170400,1465
BU07170409,240
BU07170500,2940
BU07170501,740
BU07170502,80
BU07170508,360
BU07170509,490
BU07170600,2320
BU07170609,930
BU07170700,1040
BU07170800,2500
BU07170809,440
BU07170901,155
BU07170908,50
BU07171000,695
BU07171001,15
BU07171008,30
BU07171009,125
BU07171109,945
BU07171201,30
BU07171209,200
BU07180200,1105
BU07180208,735
BU07180302,15
BU07360101,3230
BU07360102,14200
BU07360103,3095
BU07360104,7300
BU07360105,6100
BU07360107,350
BU07360108,3780
BU07360201,720
BU07360202,1050
BU07360301,8000
BU07360401,10160
BU07360402,14475
BU07360403,12565
BU07360404,1900
BU07360501,1160
BU07360502,5150
BU07360601,7960
BU07360602,14355
BU07360603,3650
BU07360701,8895
BU07360702,13875
BU07360703,2130
BU07360801,7595
BU07360802,2695
BU07370000,19030
BU07370009,880
BU07370100,1770
BU07370101,3920
BU07370102,750
BU07370108,225
BU07370109,100
BU07370200,1150
BU07370201,4300
BU07370208,160
BU07370209,220
BU07370309,95
BU07370401,1620
BU07370408,430
BU07370409,340
BU07370500,2160
BU07370501,4725
BU07370508,300
BU07370509,660
BU07370600,930
BU07370609,910
BU07370700,5220
BU07370708,1120
BU07370800,1550
BU07370809,1480
BU07370900,4710
BU07370909,640
BU07430101,310
BU07430102,180
BU07430202,1080
BU07430301,1365
BU07430302,4950
BU07430303,2445
BU07430401,1485
BU07430402,1530
BU07430403,430
BU07430404,1550
BU07430405,1710
BU07430501,2265
BU07430502,5610
BU07430503,940
BU07430504,1040
BU07430601,5320
BU07430602,3210
BU07430603,3620
BU07430701,1050
BU07430702,480
BU07430801,3190
BU07430802,955
BU07431001,1180
BU07431002,690
BU07431101,220
BU07480000,3970
BU07480001,1805
BU07480002,1455
BU07480003,1255
BU07480004,2005
BU07480005,2515
BU07480006,895
BU07480100,2210
BU07480101,2480
BU07480102,2270
BU07480200,4885
BU07480201,2185
BU07480202,4010
BU07480203,6540
BU07480204,2565
BU07480205,1355
BU07480206,60
BU07480208,570
BU07480300,14650
BU07480301,1745
BU07480302,1500
BU07480306,20
BU07480308,75
BU07480405,3080
BU07480408,455
BU07480508,175
BU07530003,1350
BU07530004,1670
BU07530005,235
BU07530006,485
BU07530008,3575
BU07530009,4125
BU07530010,150
BU07530011,70
BU07530013,3360
BU07530014,7710
BU07530016,1685
BU07530017,1350
BU07530018,585
BU07530019,910
BU07570000,16300
BU07570001,18300
BU07570002,12060
BU07570003,11220
BU07570004,145
BU07570005,190
BU07570006,1920
BU07570007,60
BU07570008,1080
BU07570009,350
BU07570109,630
BU07570200,8220
BU07570206,170
BU07570207,210
BU07570208,520
BU07570209,390
BU07573000,1795
BU07573100,720
BU07580002,3360
BU07580003,1580
BU07580004,6960
BU07580101,4580
BU07580102,4935
BU07580103,3770
BU07580104,12645
BU07580105,720
BU07580106,2690
BU07580107,2570
BU07580200,10480
BU07580201,3415
BU07580202,5120
BU07580203,5150
BU07580204,55
BU07580205,50
BU07580300,3875
BU07580301,5990
BU07580302,3275
BU07580303,10920
BU07580309,1660
BU07580400,5790
BU07580401,2565
BU07580500,4370
BU07580501,15320
BU07580502,15390
BU07580503,8910
BU07580504,6840
BU07580505,635
BU07580506,165
BU07580507,1455
BU07580509,1540
BU07580600,9210
BU07580601,8300
BU07580602,7490
BU07580603,5740
BU07580604,8670
BU07580605,6220
BU07580606,4540
BU07580607,195
BU07580609,440
BU07580700,5565
BU07580701,2365
BU07580709,1110
BU07580800,9450
BU07580809,600
BU07580900,11455
BU07580909,1750
BU07581008,220
BU07581009,165
BU07620000,6575
BU07620001,5370
BU07620003,1010
BU07620004,4015
BU07620005,4530
BU07620006,745
BU07620007,475
BU07620009,3585
BU07620100,1215
BU07620109,245
BU07620209,810
BU07620300,1355
BU07620309,540
BU07620400,695
BU07620409,400
BU07650000,7715
BU07650009,125
BU07650100,7710
BU07650109,220
BU07660101,6310
BU07660102,110
BU07660103,7300
BU07660104,780
BU07660105,7930
BU07660106,5100
BU07660107,9570
BU07660108,2650
BU07660109,6870
BU07660111,275
BU07660112,790
BU07660113,270
BU07660114,90
BU07660216,2225
BU07660217,40
BU07700008,140
BU07700200,2730
BU07700209,300
BU07700300,3630
BU07700309,820
BU07700400,1405
BU07700409,720
BU07700500,885
BU07700501,430
BU07700509,680
BU07721110,4110
BU07721120,2835
BU07721130,2270
BU07721140,190
BU07721150,760
BU07722110,2675
BU07722120,3620
BU07722130,2230
BU07722140,5790
BU07722150,2550
BU07722160,2520
BU07722170,1400
BU07722180,600
BU07722210,3870
BU07722220,6750
BU07722230,2700
BU07722240,1490
BU07722250,3080
BU07722260,60
BU07722300,1290
BU07722320,5990
BU07722330,3800
BU07722340,3050
BU07722350,3550
BU07722360,2270
BU07722370,3275
BU07722380,670
BU07722399,260
BU07723110,4930
BU07723120,6450
BU07723210,7170
BU07723220,2890
BU07723280,2010
BU07723330,3940
BU07723340,170
BU07723350,3805
BU07723360,950
BU07723370,1080
BU07724100,1375
BU07724110,5700
BU07724120,8460
BU07724130,2300
BU07724140,1610
BU07724210,15510
BU07724220,9410
BU07724230,6120
BU07724240,6240
BU07724250,4740
BU07724260,475
BU07724310,10800
BU07724320,3370
BU07724330,750
BU07724340,5660
BU07724350,2630
BU07724360,640
BU07725110,945
BU07725120,14205
BU07725130,6960
BU07725140,4530
BU07725150,1360
BU07725160,10650
BU07725200,110
BU07725210,7110
BU07725220,7440
BU07725230,8940
BU07725240,7810
BU07725310,10530
BU07725320,10360
BU07725330,6105
BU07725340,14500
BU07725350,870
BU07725410,8560
BU07725420,1970
BU07725430,10620
BU07725440,7950
BU07725450,45
BU07725460,260
BU07726110,3320
BU07726120,6450
BU07726130,1260
BU07726140,3050
BU07726150,7090
BU07726160,9030
BU07726210,100
BU07726220,7640
BU07726230,6310
BU07726240,4840
BU07726250,2730
BU07726270,10
BU07726280,25
BU07726310,30
BU07726320,55
BU07726330,5980
BU07726340,2910
BU07726350,2565
BU07726360,25
BU07726380,10
BU07726399,930
BU07727110,7220
BU07727120,6615
BU07727130,3600
BU07727210,8745
BU07727220,7575
BU07727230,3840
BU07727240,6660
BU07727250,10035
BU07727260,70
BU07727310,7150
BU07727320,7320
BU07727330,1810
BU07770003,1005
BU07770004,1430
BU07770100,20
BU07770200,205
BU07771000,660
BU07771001,770
BU07771002,950
BU07771003,360
BU07771004,715
BU07771005,890
BU07771006,830
BU07771007,795
BU07771009,610
BU07771010,1900
BU07771012,2680
BU07771013,3600
BU07771014,350
BU07771015,4165
BU07771200,570
BU07771201,410
BU07771202,210
BU07771203,300
BU07772000,870
BU07772002,1510
BU07772003,585
BU07772004,1175
BU07772005,1060
BU07772006,5850
BU07772007,4935
BU07772008,295
BU07772010,745
BU07772011,2380
BU07772100,585
BU07772300,750
BU07772301,1500
BU07772302,915
BU07772303,480
BU07790009,160
BU07790100,2105
BU07790109,175
BU07790209,50
BU07840101,1305
BU07840103,7650
BU07840104,1895
BU07840105,1480
BU07840106,6010
BU07840107,280
BU07840108,70
BU07840109,970
BU07840110,170
BU07840111,10
BU07840112,135
BU07840113,450
BU07840203,1755
BU07840204,2210
BU07840208,1850
BU07840209,1600
BU07840301,295
BU07840401,1390
BU07840402,535
BU07850101,2420
BU07850202,3900
BU07850303,3770
BU07850304,120
BU07850405,765
BU07850406,285
BU07850507,2930
BU07850608,4610
BU07850709,1780
BU07850710,1450
BU07850811,640
BU07850812,2130
BU07850813,1760
BU07850914,1880
BU07850915,2030
BU07850916,410
BU07850917,1880
BU07850918,2230
BU07851019,665
BU07851120,360
BU07851121,1460
BU07851122,2070
BU07851324,230
BU07851325,90
BU07851426,285
BU07852027,2335
BU07852028,285
BU07852129,145
BU07852331,230
BU07941000,5450
BU07941002,2360
BU07941003,3970
BU07941004,960
BU07941005,3245
BU07941006,1865
BU07941007,2410
BU07941100,2560
BU07941101,2475
BU07941102,2870
BU07941200,3965
BU07941201,4345
BU07941202,3840
BU07941300,10905
BU07941301,9740
BU07941302,7230
BU07941303,2750
BU07941309,50
BU07941400,7090
BU07941401,2735
BU07941402,2520
BU07941404,245
BU07941409,115
BU07941500,7820
BU07941501,1480
BU07941600,2830
BU07941601,3130
BU07941609,280
BU07941700,19880
BU07941701,1000
BU07941709,680
BU07941802,4855
BU07942100,2940
BU07942101,5600
BU07942102,6810
BU07942103,3785
BU07942104,160
BU07942105,20
BU07942901,600
BU07942902,10
BU07960101,6455
BU07960102,1930
BU07960103,1105
BU07960104,930
BU07960105,2550
BU07960106,395
BU07960202,3975
BU07960203,1600
BU07960204,10
BU07960205,1060
BU07960207,575
BU07960208,5
BU07960209,510
BU07960210,645
BU07960211,4040
BU07960301,2050
BU07960302,1850
BU07960303,2025
BU07960401,3090
BU07960501,90
BU07960502,2480
BU07960503,240
BU07960504,1240
BU07960505,3250
BU07960506,4150
BU07960507,170
BU07960601,4730
BU07960602,1660
BU07960603,4750
BU07960604,1130
BU07960605,140
BU07960606,5880
BU07960607,4870
BU07960608,130
BU07960609,180
BU07960701,10
BU07960702,80
BU07960703,820
BU07960704,10155
BU07960705,4635
BU07960706,6040
BU07960707,5445
BU07960798,45
BU07960799,15
BU07960801,1235
BU07960802,2585
BU07960803,5410
BU07960804,330
BU07960901,2130
BU07960902,1420
BU07960903,505
BU07960904,1540
BU07960905,970
BU07960906,1770
BU07960907,1900
BU07960908,2340
BU07960909,1270
BU07960910,1670
BU07960911,1215
BU07960912,1175
BU07960913,1580
BU07960914,820
BU07961001,515
BU07961002,2345
BU07961003,1075
BU07961004,1345
BU07961005,1925
BU07961011,100
BU07961101,3350
BU07961102,3375
BU07961103,495
BU07961104,1630
BU07961107,8395
BU07961109,20
BU07961110,15
BU07961111,255
BU07961201,2780
BU07961202,90
BU07961205,900
BU07961206,15
BU07961301,3600
BU07961302,105
BU07961303,245
BU07961304,1180
BU07961399,240
BU07961401,2620
BU07961402,1800
BU07961499,1770
BU07970101,5480
BU07970102,9630
BU07970103,2010
BU07970104,16620
BU07970105,18465
BU07970200,5580
BU07970300,4950
BU07970400,2155
BU07970501,6965
BU07970502,4040
BU07970503,9280
BU07970700,840
BU07970900,3060
BU07971000,2620
BU07971100,2740
BU07980000,16230
BU07980009,1370
BU07980100,890
BU07980300,5930
BU07980309,675
BU07980400,1120
BU07980409,1360
BU08091001,5580
BU08091005,2440
BU08091006,2055
BU08091010,3390
BU08091011,1965
BU08091015,1215
BU08091020,3680
BU08091021,2280
BU08091025,2640
BU08091030,3700
BU08091031,2140
BU08091035,280
BU08091040,2115
BU08091041,3120
BU08092045,5320
BU08092048,1460
BU08092049,1980
BU08092052,4060
BU08092055,6940
BU08092058,1860
BU08092061,2720
BU08092063,1200
BU08092066,180
BU08093070,5080
BU08093071,780
BU08093080,3030
BU08093081,2660
BU08093090,775
BU08093091,640
BU08093092,10
BU08200000,17175
BU08200001,14080
BU08200002,6075
BU08200008,2480
BU08200009,140
BU08200100,3790
BU08200109,1020
BU08200200,1510
BU08200209,620
BU08230000,8820
BU08230001,205
BU08230002,7550
BU08230003,255
BU08230004,1020
BU08230005,470
BU08230008,2580
BU08230009,455
BU08230200,2750
BU08230209,655
BU08230309,665
BU08240101,295
BU08240201,10665
BU08240202,1825
BU08240301,620
BU08240401,4200
BU08240402,160
BU08240501,460
BU08240601,180
BU08240701,5050
BU08240801,1900
BU08240802,2100
BU08240803,2390
BU08240901,440
BU08240902,1555
BU08240903,1180
BU08240904,930
BU08241102,940
BU08241103,900
BU08241104,2565
BU08241201,170
BU08241301,945
BU08241302,1340
BU08241402,820
BU08241501,260
BU08241601,135
BU08241701,100
BU08241801,725
BU08241901,10
BU08242001,1060
BU08242002,8460
BU08242003,660
BU08242004,1545
BU08242005,1200
BU08260000,11110
BU08260100,2630
BU08260101,8770
BU08260102,4270
BU08260200,1930
BU08260201,645
BU08260300,1990
BU08260301,3580
BU08260400,1620
BU08260401,1440
BU08260500,3580
BU08260501,3440
BU08260502,3700
BU08260503,1785
BU08260504,545
BU08260505,2320
BU08260600,3580
BU08260601,1430
BU08260602,1290
BU08260603,1220
BU08260604,1955
BU08260605,4950
BU08260606,2530
BU08260607,3620
BU08260700,1095
BU08260701,2650
BU08260703,3660
BU08260800,290
BU08260801,20
BU08260900,55
BU08261001,245
BU08261100,2140
BU08261109,615
BU08261200,1970
BU08261208,160
BU08261209,200
BU08261308,610
BU08261309,135
BU08280000,3305
BU08280001,705
BU08280002,2210
BU08280200,30
BU08280300,2655
BU08280301,1005
BU08280305,540
BU08280307,230
BU08280400,600
BU08280401,2960
BU08280402,2015
BU08280403,1920
BU08280600,4050
BU08280601,1600
BU08280602,2170
BU08280603,2150
BU08280604,4420
BU08280605,105
BU08280606,2490
BU08280607,675
BU08280608,1360
BU08280700,4920
BU08280701,1900
BU08280702,675
BU08280703,1510
BU08280704,2930
BU08280705,1695
BU08280706,1660
BU08280707,1100
BU08280708,2130
BU08280709,1305
BU08280807,60
BU08280808,150
BU08280809,215
BU08280906,140
BU08280907,100
BU08281000,4335
BU08281001,6075
BU08281007,315
BU08281008,200
BU08281009,175
BU08281100,755
BU08281108,5
BU08281208,10
BU08281300,5085
BU08281308,30
BU08281400,6795
BU08281401,1760
BU08281403,660
BU08281404,60
BU08281409,40
BU08281500,2395
BU08281600,1840
BU08281601,800
BU08281609,150
BU08281700,705
BU08281701,675
BU08281702,720
BU08281703,225
BU08281800,12220
BU08281808,120
BU08281809,340
BU08281900,2920
BU08281901,570
BU08281908,200
BU08281909,380
BU08282000,2535
BU08282009,820
BU08282100,3750
BU08282101,1380
BU08282102,675
BU08282103,460
BU08282109,900
BU08282200,4160
BU08282201,280
BU08282208,1130
BU08282209,100
BU08400100,18400
BU08400109,1065
BU08400200,7660
BU08400201,480
BU08400209,3765
BU08400300,735
BU08400309,2100
BU08400400,1600
BU08400409,460
BU08450001,4045
BU08450003,75
BU08450007,155
BU08450100,5900
BU08450108,730
BU08450109,1560
BU08450200,3915
BU08450207,555
BU08450208,405
BU08450300,9240
BU08450301,885
BU08450302,4720
BU08450308,440
BU08450309,2685
BU08450400,4320
BU08450408,1155
BU08450409,960
BU08470000,80780
BU08470008,3325
BU08470009,3000
BU08470109,690
BU08470200,8355
BU08470208,435
BU08470209,1090
BU08470300,1440
BU08470309,2355
BU08470909,240
BU08480000,21480
BU08480001,8710
BU08480002,200
BU08480003,3450
BU08480009,6885
BU08480100,3405
BU08480101,13840
BU08480109,975
BU08510000,8000
BU08510001,2980
BU08510002,3865
BU08510003,5680
BU08510004,80
BU08510007,380
BU08510008,650
BU08510009,295
BU08510100,1880
BU08510109,590
BU08510300,10900
BU08510308,300
BU08510400,1985
BU08510409,315
BU08520001,985
BU08520003,4845
BU08520004,3540
BU08520005,520
BU08520006,1905
BU08520007,3080
BU08520009,1060
BU08520100,975
BU08520200,8175
BU08520201,400
BU08520300,28100
BU08520301,2970
BU08520302,1215
BU08520400,14240
BU08520401,440
BU08520500,8775
BU08551001,2805
BU08551002,2850
BU08551003,1090
BU08551004,705
BU08551101,155
BU08551102,1905
BU08551104,2070
BU08551105,950
BU08551401,1960
BU08551501,235
BU08551502,1650
BU08551503,475
BU08551504,1555
BU08551505,515
BU08551601,730
BU08551602,1925
BU08551603,1245
BU08551604,2365
BU08551801,1915
BU08551802,2235
BU08551902,1295
BU08552401,1190
BU08552403,1135
BU08552501,2305
BU08552502,1355
BU08552503,1500
BU08552504,1990
BU08552601,1675
BU08552602,135
BU08552603,1415
BU08552604,1325
BU08552605,1200
BU08552701,855
BU08552702,2380
BU08552703,1255
BU08552802,280
BU08552903,40
BU08552904,465
BU08552905,80
BU08552906,10
BU08553201,1040
BU08553207,1685
BU08553208,400
BU08553301,105
BU08553302,545
BU08553303,1550
BU08553402,105
BU08553501,1170
BU08553502,1420
BU08553503,2180
BU08553504,1115
BU08553601,1075
BU08553603,1360
BU08553804,1290
BU08553806,1150
BU08553810,230
BU08553901,25
BU08553902,1650
BU08553903,1895
BU08553904,1215
BU08553905,1135
BU08554001,30
BU08554002,1350
BU08554003,855
BU08554101,20
BU08554201,485
BU08554202,2165
BU08554203,685
BU08554204,1715
BU08554205,550
BU08554206,1155
BU08554301,1725
BU08554302,975
BU08554303,1635
BU08554304,1275
BU08554305,1690
BU08554306,1885
BU08554307,1700
BU08554308,1085
BU08554401,1050
BU08554402,840
BU08554403,1370
BU08554404,755
BU08554405,435
BU08554406,385
BU08554702,1220
BU08554703,1060
BU08554704,1620
BU08554803,1695
BU08555902,10
BU08555903,20
BU08556005,5
BU08556007,85
BU08556101,20
BU08556303,80
BU08556401,270
BU08556402,105
BU08556604,450
BU08556605,150
BU08556606,4890
BU08556607,2625
BU08556608,5745
BU08556609,3290
BU08556610,1510
BU08556612,2560
BU08556701,830
BU08556702,4890
BU08556703,1920
BU08556704,2580
BU08556705,3490
BU08556706,5310
BU08556707,660
BU08556708,165
BU08556709,240
BU08556710,550
BU08556801,3020
BU08556802,690
BU08556803,1860
BU08580000,8310
BU08580001,6700
BU08580002,5655
BU08580003,8970
BU08580004,9345
BU08580005,6855
BU08580006,2710
BU08580007,560
BU08580009,1065
BU08580100,980
BU08580101,7420
BU08580102,7125
BU08580103,6340
BU08580104,180
BU08580105,4900
BU08580106,8440
BU08580201,320
BU08580209,390
BU08610000,16455
BU08610001,5040
BU08610002,5355
BU08610003,12135
BU08610004,6830
BU08610005,5390
BU08610006,12150
BU08610009,800
BU08610100,3775
BU08610101,2510
BU08610102,4000
BU08610103,2725
BU08610200,2970
BU08610201,120
BU08610207,1970
BU08610208,260
BU08610209,1095
BU08650000,3720
BU08650001,1845
BU08650002,2300
BU08650003,1180
BU08650005,2825
BU08650008,2490
BU08650009,270
BU08650100,1250
BU08650101,2910
BU08650102,3235
BU08650103,1845
BU08650104,2595
BU08650108,155
BU08650109,340
BU08650200,2355
BU08650209,130
BU08650300,4000
BU08650301,1340
BU08650307,700
BU08650308,700
BU08650309,590
BU08660001,3805
BU08660002,2895
BU08660003,3920
BU08670006,10070
BU08670009,275
BU08670100,9120
BU08670101,12180
BU08670102,5710
BU08670104,8630
BU08670200,3835
BU08670201,2500
BU08730000,5865
BU08730002,3240
BU08730008,125
BU08730009,290
BU08730101,155
BU08730108,135
BU08730200,8270
BU08730201,415
BU08730208,120
BU08730209,790
BU08790000,7200
BU08790009,1355
BU08790100,1260
BU08790400,8880
BU08790408,2440
BU08790409,2420
BU08800000,3345
BU08800001,18825
BU08800002,4025
BU08800003,17575
BU08800004,19925
BU08800005,4260
BU08800009,595
BU08800100,2330
BU08800108,670
BU08800109,530
BU08800200,900
BU08800201,500
BU08800208,175
BU08800209,2625
BU08820001,4980
BU08820002,5115
BU08820003,3315
BU08820004,1970
BU08820005,2730
BU08820006,1650
BU08820007,2100
BU08820008,5860
BU08820009,2340
BU08820010,5970
BU08820011,3000
BU08820012,2320
BU08820020,195
BU08820101,12240
BU08820102,10605
BU08820103,4020
BU08820104,3240
BU08820105,2525
BU08820120,575
BU08820201,4185
BU08820202,5445
BU08820203,3435
BU08820204,9015
BU08820205,2910
BU08820206,1015
BU08820207,1995
BU08820220,10
BU08880000,50160
BU08880001,14220
BU08880002,16750
BU08880100,2625
BU08880101,5880
BU08880102,1190
BU08880103,870
BU08880109,3040
BU08890000,18285
BU08890001,14265
BU08890008,255
BU08890009,160
BU08890102,80
BU08890109,280
BU08930110,430
BU08930111,110
BU08930220,710
BU08930330,8650
BU08930331,855
BU08930332,80
BU08930440,1670
BU08930441,455
BU08930550,2930
BU08930551,1230
BU08930660,1465
BU08930661,430
BU08930662,545
BU08930770,1270
BU08930771,1150
BU08990124,4600
BU08990126,9940
BU08990134,11370
BU08990135,7770
BU08990136,3255
BU08990144,12080
BU08990201,300
BU08990202,3120
BU08990203,6575
BU08990204,4020
BU08990205,3750
BU08990207,7245
BU08990208,4740
BU08990209,5280
BU08990225,2760
BU08990242,400
BU08990243,920
BU08990314,360
BU08990315,1410
BU08990316,5820
BU08990317,10110
BU08990318,6930
BU08990333,1000
BU08990340,35
BU08990345,1290
BU08990428,1645
BU08990429,9310
BU08990430,5900
BU08990441,40
BU08990506,5610
BU08990510,2880
BU08990511,1770
BU08990512,3720
BU08990513,2590
BU08990519,9855
BU08990520,2695
BU08990521,4795
BU08990522,1155
BU08990523,6300
BU08990527,8260
BU09070000,4290
BU09070001,390
BU09070009,355
BU09070100,1525
BU09070108,915
BU09070109,410
BU09070200,1785
BU09070209,585
BU09070300,630
BU09070302,4070
BU09070303,7910
BU09070400,3320
BU09070408,360
BU09070409,2220
BU09171000,23905
BU09171001,3880
BU09171100,10920
BU09171101,9180
BU09171200,24115
BU09171201,17250
BU09171300,9930
BU09171301,15720
BU09171400,2220
BU09172000,2835
BU09172001,9600
BU09172002,6875
BU09172003,3870
BU09172004,7250
BU09172100,14420
BU09172101,16700
BU09172200,6930
BU09172201,2660
BU09172300,140
BU09172400,18480
BU09172401,4770
BU09172402,1020
BU09173000,3825
BU09173001,4590
BU09173002,10
BU09173100,2820
BU09173101,3945
BU09173102,3180
BU09173103,2440
BU09173200,1950
BU09173201,1095
BU09173202,5820
BU09173203,5050
BU09173300,2670
BU09173301,2270
BU09173302,1530
BU09173303,795
BU09173400,7530
BU09173500,1050
BU09173600,45
BU09173601,10650
BU09173602,760
BU09173603,380
BU09173700,4695
BU09173701,2440
BU09173800,4200
BU09173801,11100
BU09173900,4245
BU09173901,4335
BU09173902,5580
BU09173903,300
BU09174000,15900
BU09174100,5925
BU09174101,3560
BU09174102,5010
BU09174103,780
BU09174200,150
BU09280000,9855
BU09280001,7725
BU09280002,11640
BU09280003,8250
BU09280004,6060
BU09280009,125
BU09280100,14100
BU09280101,4860
BU09280102,4310
BU09280103,6900
BU09280104,8640
BU09280105,13065
BU09280200,4260
BU09280201,4490
BU09280202,2070
BU09280203,7800
BU09280204,9120
BU09280205,4050
BU09350001,1645
BU09350002,2660
BU09350003,4790
BU09350004,3870
BU09350005,3960
BU09350006,5415
BU09350100,3125
BU09350101,1215
BU09350102,1955
BU09350103,2490
BU09350104,2920
BU09350105,420
BU09350200,5415
BU09350201,4760
BU09350202,7725
BU09350203,7230
BU09350204,4260
BU09350205,6240
BU09350206,3810
BU09350207,10600
BU09350208,3840
BU09350209,12760
BU09350300,3120
BU09350301,105
BU09350302,445
BU09350303,80
BU09350304,325
BU09350400,7840
BU09350401,2810
BU09350402,16950
BU09350403,9420
BU09350404,4780
BU09350405,19770
BU09350406,19560
BU09350500,80
BU09350501,5175
BU09350502,1870
BU09350503,210
BU09350600,2585
BU09350601,8710
BU09350602,14580
BU09350603,5855
BU09350604,2170
BU09380000,22140
BU09380001,13160
BU09380002,770
BU09380003,650
BU09380009,825
BU09380100,15510
BU09380109,820
BU09380200,36295
BU09380201,1200
BU09380202,1330
BU09380203,4950
BU09380204,3400
BU09380205,4275
BU09380206,1340
BU09440000,7480
BU09440001,5700
BU09440009,940
BU09440100,1035
BU09440101,1750
BU09460101,7445
BU09460104,415
BU09460201,1760
BU09460202,240
BU09460301,2585
BU09460302,455
BU09460303,515
BU09460304,345
BU09460305,260
BU09460401,1345
BU09460501,1800
BU09460502,250
BU09570000,5860
BU09570001,3950
BU09570002,1965
BU09570003,2350
BU09570004,195
BU09570100,4245
BU09570101,1855
BU09570200,2140
BU09570201,2465
BU09570203,720
BU09570400,2065
BU09570401,980
BU09570402,1985
BU09570403,2100
BU09570501,3295
BU09570600,195
BU09570601,880
BU09570700,295
BU09570701,3330
BU09570703,2440
BU09570900,105
BU09650000,4690
BU09650001,3000
BU09650002,630
BU09650003,1930
BU09650009,390
BU09650100,20800
BU09650101,3465
BU09650102,1120
BU09650103,580
BU09710000,15950
BU09710001,15630
BU09710002,7110
BU09710003,1375
BU09710004,575
BU09710005,13080
BU09710100,27680
BU09710101,5130
BU09710102,3815
BU09710200,3900
BU09710201,4000
BU09710202,10420
BU09710203,320
BU09810000,8820
BU09810001,480
BU09810003,360
BU09810005,5760
BU09810006,520
BU09810007,160
BU09810008,130
BU09810009,130
BU09810100,15200
BU09831101,1465
BU09831102,2030
BU09831103,2870
BU09831104,2740
BU09831201,2275
BU09831203,800
BU09831204,2595
BU09831205,2130
BU09831206,1130
BU09831207,145
BU09831208,5
BU09831209,110
BU09831210,370
BU09831301,1260
BU09831302,3430
BU09831303,1180
BU09831304,870
BU09831305,2540
BU09831306,3820
BU09831307,5220
BU09831308,220
BU09831401,4020
BU09831402,2700
BU09831403,2820
BU09831404,25
BU09831405,110
BU09831501,1430
BU09831502,2260
BU09831503,2100
BU09831504,380
BU09831505,915
BU09831506,175
BU09831507,160
BU09831508,375
BU09831509,630
BU09831510,155
BU09831511,55
BU09831512,230
BU09831601,1265
BU09831602,310
BU09831604,120
BU09831606,275
BU09832101,3630
BU09832102,3070
BU09832201,1220
BU09832202,3110
BU09832203,1635
BU09832301,855
BU09832401,1210
BU09832402,780
BU09832403,930
BU09832404,790
BU09832501,2610
BU09832502,1255
BU09832601,1755
BU09832602,680
BU09832603,775
BU09832701,635
BU09832702,245
BU09832801,555
BU09832802,110
BU09832803,20
BU09832804,20
BU09832812,120
BU09833101,3860
BU09833102,3805
BU09833103,65
BU09833104,735
BU09833105,1245
BU09833201,1675
BU09833202,10
BU09833203,35
BU09833501,1805
BU09833502,1875
BU09834101,1750
BU09834102,2510
BU09834103,325
BU09834104,250
BU09834105,355
BU09834106,145
BU09834107,360
BU09834301,1870
BU09834303,285
BU09834401,4080
BU09834402,160
BU09834403,230
BU09835104,115
BU09835106,5
BU09835107,105
BU09835108,210
BU09840101,1515
BU09840201,2320
BU09840401,705
BU09840601,2560
BU09840801,825
BU09840901,1150
BU09841101,2240
BU09841201,545
BU09841202,1120
BU09841203,850
BU09841301,1615
BU09841302,1155
BU09841303,770
BU09841501,2120
BU09841502,1620
BU09841601,2530
BU09841602,2280
BU09841701,1685
BU09841702,2165
BU09841704,85
BU09841801,1035
BU09841901,2530
BU09842001,1890
BU09842101,1900
BU09842301,2400
BU09860101,15350
