bu_code,a_inw
BU02036071,770
BU02036190,2600
BU02036191,3010
BU02036266,130
BU02036395,560
BU02090100,1940
BU02090101,420
BU02090111,5450
BU02090112,8525
BU02090113,1660
BU02090114,500
BU02090121,4525
BU02090122,480
BU02090123,1640
BU02090124,3720
BU02090125,1200
BU02090126,2040
BU02090131,20
BU02090141,2950
BU02090142,6150
BU02090143,3650
BU02090144,6800
BU02090145,8825
BU02090146,4050
BU02090147,20
BU02090151,2640
BU02090152,1760
BU02090153,1640
BU02090154,1560
BU02090161,13850
BU02090202,750
BU02090203,1000
BU02090204,180
BU02090271,4250
BU02090272,3475
BU02090273,5190
BU02090274,1080
BU02090275,6420
BU02090276,760
BU02090305,340
BU02090306,700
BU02090381,2400
BU02090382,6640
BU02090383,160
BU02090407,3195
BU02090408,3160
BU02090409,105
BU02090491,11720
BU02130100,1175
BU02130101,1725
BU02130102,300
BU02130200,1340
BU02130300,4125
BU02130301,2490
BU02130302,3230
BU02130303,2145
BU02130304,1440
BU02130305,150
BU02130306,1380
BU02130307,90
BU02130308,375
BU02130309,1500
BU02130310,75
BU02130311,560
BU02130312,400
BU02130313,290
BU02130314,530
BU02130315,100
BU02130316,115
BU02130317,480
BU02130400,580
BU02130401,380
BU02130402,150
BU02130500,330
BU02130501,375
BU02130502,185
BU02130600,1530
BU02130601,5500
BU02130602,5085
BU02130603,5340
BU02130604,450
BU02130605,9315
BU02130606,420
BU02130607,530
BU02130608,1300
BU02130609,3225
BU02130610,480
BU02140000,860
BU02140002,1640
BU02140004,1215
BU02140006,100
BU02140007,375
BU02140009,1080
BU02140100,8160
BU02140101,1650
BU02140109,2265
BU02140201,1165
BU02140202,280
BU02140206,480
BU02140208,55
BU02140209,600
BU02140300,17725
BU02140301,1880
BU02140305,1240
BU02140306,3720
BU02140307,1475
BU02140308,4125
BU02140400,5275
BU02140402,1920
BU02140408,3330
BU02140409,270
BU02140500,20070
BU02140501,1035
BU02140502,4700
BU02140503,1140
BU02140507,570
BU02140508,9600
BU02140509,5480
BU02140600,840
BU02140608,470
BU02140609,140
BU02160000,13400
BU02160001,1675
BU02160002,10900
BU02160003,4740
BU02160004,6030
BU02160005,7050
BU02160006,5680
BU02160007,6465
BU02160008,4780
BU02160009,4365
BU02160010,900
BU02160100,4470
BU02160101,10580
BU02160102,8920
BU02160103,4340
BU02160104,3770
BU02160105,3440
BU02160106,315
BU02160107,675
BU02160108,465
BU02210100,9800
BU02210101,6840
BU02210102,5940
BU02210103,12810
BU02210104,17310
BU02210105,8295
BU02210106,440
BU02210108,800
BU02210109,75
BU02210110,100
BU02220101,1790
BU02220102,345
BU02220103,1400
BU02220104,2380
BU02220105,1360
BU02220106,1560
BU02220201,715
BU02220202,2560
BU02220203,275
BU02220204,2220
BU02220205,1745
BU02220206,230
BU02220208,85
BU02220301,580
BU02220302,2220
BU02220303,1570
BU02220401,5650
BU02220402,125
BU02220403,490
BU02220404,790
BU02220405,85
BU02220406,120
BU02220501,150
BU02220502,350
BU02220503,150
BU02220504,100
BU02220505,1170
BU02220601,2220
BU02220602,1890
BU02220603,1820
BU02220607,5
BU02220609,25
BU02220703,905
BU02220705,715
BU02220706,1340
BU02220707,1105
BU02220708,85
BU02220709,10
BU02220710,1395
BU02220711,460
BU02220712,240
BU02220713,1400
BU02220801,620
BU02220802,90
BU02220803,35
BU02220804,390
BU02220901,440
BU02220902,195
BU02220903,320
BU02220904,2220
BU02220905,4990
BU02220906,3840
BU02220907,100
BU02220908,330
BU02220909,180
BU02220911,115
BU02221102,1400
BU02221104,2195
BU02221106,345
BU02221107,105
BU02223101,7080
BU02223102,675
BU02223103,435
BU02223104,540
BU02223105,200
BU02223106,320
BU02223107,660
BU02223108,2385
BU02223109,1200
BU02223110,600
BU02223112,9740
BU02223113,2190
BU02250001,50330
BU02250002,25200
BU02250003,16310
BU02250004,910
BU02250005,105
BU02250006,910
BU02250101,9520
BU02250102,960
BU02250201,10115
BU02250202,1785
BU02250203,35
BU02250301,12460
BU02250302,600
BU02250303,70
BU02250401,9000
BU02250402,945
BU02250403,2835
BU02260101,60
BU02260201,465
BU02260301,10515
BU02260302,5370
BU02260303,2430
BU02260304,11525
BU02260305,4095
BU02260306,2700
BU02260307,2655
BU02260308,3270
BU02260401,12440
BU02260402,13155
BU02260501,8000
BU02260601,5925
BU02280101,15240
BU02280102,1560
BU02280103,10860
BU02280104,8520
BU02280105,9700
BU02280201,8835
BU02280202,6765
BU02280203,9300
BU02280204,10800
BU02280205,9660
BU02280206,10400
BU02280301,10240
BU02280302,7095
BU02280303,10580
BU02280305,8660
BU02280306,9040
BU02280307,9580
BU02280401,2300
BU02280402,7470
BU02280403,15150
BU02280501,12850
BU02281001,13075
BU02281002,12150
BU02281003,30555
BU02281004,20640
BU02281101,15850
BU02281102,9200
BU02281103,8650
BU02281201,4140
BU02281202,8420
BU02281203,9680
BU02281204,11775
BU02281301,360
BU02281302,490
BU02281303,25
BU02281304,120
BU02281305,440
BU02281306,120
BU02282031,1740
BU02282032,2270
BU02282051,2430
BU02283001,23640
BU02283002,21040
BU02283003,22890
BU02283004,21450
BU02283031,4800
BU02283051,3000
BU02284031,8375
BU02284034,3610
BU02284051,630
BU02285001,4670
BU02285031,5660
BU02286001,400
BU02286031,1160
BU02287001,10400
BU02287002,3240
BU02287031,7980
BU02287051,25
BU02288001,3050
BU02288031,1910
BU02288051,2000
BU02289001,7300
BU02289031,3400
BU02289051,160
BU02289053,140
BU02300100,2820
BU02300101,855
BU02300102,5930
BU02300103,4870
BU02300104,3610
BU02300105,3615
BU02300106,3435
BU02300107,3020
BU02300108,320
BU02300109,260
BU02300110,45
BU02300207,590
BU02300209,10
BU02300304,940
BU02320000,5100
BU02320001,4050
BU02320002,3495
BU02320003,3570
BU02320004,2100
BU02320005,5895
BU02320006,1620
BU02320007,660
BU02320008,5340
BU02320009,1880
BU02320010,2520
BU02320011,1790
BU02320012,5440
BU02320100,7075
BU02320101,9225
BU02320200,1690
BU02320201,5235
BU02320202,1220
BU02320203,2460
BU02320204,3830
BU02320205,1670
BU02320206,625
BU02320207,2320
BU02320208,1790
BU02320209,2210
BU02320210,40
BU02320211,3490
BU02320300,2175
BU02320301,2715
BU02330003,6595
BU02330004,6035
BU02330005,325
BU02330101,2780
BU02330201,615
BU02330301,1080
BU02330302,795
BU02330303,845
BU02330304,830
BU02330401,210
BU02330501,900
BU02330502,180
BU02330503,200
BU02330504,170
BU02330505,60
BU02330506,150
BU02430101,2690
BU02430102,2020
BU02430201,2630
BU02430203,40
BU02430204,10
BU02430301,2920
BU02430302,1610
BU02430401,1650
BU02430402,1330
BU02430501,4130
BU02430502,3910
BU02430503,2030
BU02430504,2300
BU02430601,370
BU02430602,460
BU02430701,100
BU02430702,140
BU02430801,1620
BU02430802,1130
BU02430807,535
BU02430808,790
BU02430901,800
BU02430902,555
BU02431001,1295
BU02431002,840
BU02431003,125
BU02431004,1080
BU02431005,3670
BU02431006,2930
BU02431101,1170
BU02431102,1210
BU02431103,1605
BU02431104,20
BU02431212,55
BU02431301,35
BU02431302,5
BU02431401,640
BU02431402,275
BU02431403,220
BU02431501,1505
BU02431502,250
BU02431504,490
BU02431505,680
BU02440000,2145
BU02440001,9195
BU02440002,3600
BU02440003,5685
BU02440004,1600
BU02440005,6480
BU02440008,165
BU02440009,225
BU02440108,950
BU02440109,890
BU02460000,27285
BU02460001,910
BU02460002,250
BU02460003,940
BU02460004,645
BU02460005,5040
BU02460006,3075
BU02460007,650
BU02460008,610
BU02460009,80
BU02460100,20900
BU02460106,1680
BU02460107,7680
BU02460108,780
BU02460109,1230
BU02520000,1025
BU02520002,6090
BU02520004,255
BU02520007,40
BU02520008,565
BU02520100,5385
BU02520101,2160
BU02520103,230
BU02520104,1200
BU02520105,620
BU02520106,125
BU02520107,390
BU02520108,200
BU02520109,275
BU02620100,80
BU02620107,530
BU02620108,820
BU02620109,940
BU02620200,5430
BU02620201,480
BU02620205,560
BU02620206,3200
BU02620207,995
BU02620208,880
BU02620209,165
BU02620309,320
BU02620400,7030
BU02620401,9855
BU02620402,3210
BU02620406,1720
BU02620407,2400
BU02620408,930
BU02620409,4740
BU02620500,1560
BU02620501,3020
BU02620506,520
BU02620507,410
BU02620508,4260
BU02620509,315
BU02630000,34800
BU02630001,1700
BU02630002,1125
BU02630003,3270
BU02630006,1500
BU02630007,5625
BU02630008,655
BU02630009,960
BU02630010,540
BU02630100,5860
BU02630101,2140
BU02630102,620
BU02630108,1060
BU02630109,2340
BU02630200,4470
BU02630208,490
BU02630209,340
BU02630300,6570
BU02630301,1020
BU02630309,690
BU02630400,10950
BU02630401,3300
BU02630408,3775
BU02630409,450
BU02670101,375
BU02670102,8550
BU02670103,9940
BU02670104,6945
BU02670105,5235
BU02670106,3680
BU02670107,8600
BU02670108,8140
BU02670109,4710
BU02670110,1160
BU02670111,9600
BU02670112,5040
BU02670113,6030
BU02670114,4545
BU02670115,13650
BU02670117,10290
BU02670118,8780
BU02670201,1360
BU02670202,2425
BU02670203,1390
BU02670204,1620
BU02670300,15225
BU02670301,10325
BU02670302,3990
BU02670401,1920
BU02670402,1350
BU02670500,9175
BU02670501,7650
BU02670502,13825
BU02670503,12775
BU02670504,8910
BU02670505,5875
BU02680100,5350
BU02680101,9475
BU02680203,6890
BU02680205,4245
BU02680206,13420
BU02680207,4350
BU02680208,11100
BU02680209,550
BU02680320,18440
BU02680321,6260
BU02680422,3080
BU02680423,12010
BU02680424,22875
BU02680425,2040
BU02680510,5510
BU02680511,10380
BU02680512,5250
BU02680513,6950
BU02680517,4480
BU02680614,4055
BU02680615,5430
BU02680616,10125
BU02680618,3890
BU02680731,14260
BU02680732,18860
BU02680733,10185
BU02680734,5700
BU02680735,5050
BU02680736,4910
BU02680737,7110
BU02680739,470
BU02680840,27350
BU02680841,16110
BU02680842,14600
BU02680843,80
BU02680847,15
BU02680848,850
BU02680849,100
BU02680950,19245
BU02680960,18875
BU02680970,53600
BU02690000,6530
BU02690001,640
BU02690002,2595
BU02690004,1950
BU02690005,3670
BU02690006,260
BU02690007,135
BU02690008,1875
BU02690009,285
BU02690100,12435
BU02690101,10920
BU02690102,4400
BU02690103,2650
BU02690104,7845
BU02690105,1005
BU02690106,375
BU02690107,510
BU02690108,230
BU02690109,820
BU02690110,300
BU02690200,1110
BU02690201,800
BU02690203,400
BU02690208,1870
BU02690209,220
BU02690210,285
BU02730000,1440
BU02730001,6215
BU02730002,2675
BU02730003,3360
BU02730004,4355
BU02730005,1400
BU02730006,7325
BU02730007,2175
BU02730008,4610
BU02730009,1170
BU02730100,1240
BU02730108,3050
BU02730109,160
BU02740101,80
BU02740102,225
BU02740103,15680
BU02740104,9555
BU02740105,13560
BU02740106,6480
BU02740201,700
BU02740202,10680
BU02740203,1665
BU02740204,770
BU02740205,11060
BU02740206,135
BU02740207,400
BU02740301,75
BU02740302,3100
BU02740303,8550
BU02740304,4400
BU02740305,1680
BU02740306,150
BU02740402,575
BU02740403,210
BU02740501,60
BU02740502,70
BU02740503,2175
BU02740504,2525
BU02740601,150
BU02740602,40
BU02740603,2460
BU02740604,660
BU02740701,200
BU02740702,420
BU02740703,2475
BU02740801,13545
BU02740802,9590
BU02740803,8820
BU02740902,5680
BU02741001,210
BU02741002,1505
BU02741003,90
BU02741004,2590
BU02741005,1015
BU02741101,105
BU02741102,6150
BU02741103,5505
BU02741104,3900
BU02741105,460
BU02741201,1600
BU02741202,3510
BU02741203,2340
BU02741204,3345
BU02741205,450
BU02741206,5070
BU02750000,4180
BU02750001,22155
BU02750002,16440
BU02750003,2445
BU02750004,6150
BU02750005,3360
BU02750007,550
BU02750008,420
BU02750009,450
BU02750011,15
BU02750100,29300
BU02750101,275
BU02750102,860
BU02750103,5025
BU02750106,35
BU02750107,20
BU02750108,640
BU02750200,22755
BU02750201,29220
BU02750202,13180
BU02750208,60
BU02750209,480
BU02770000,6960
BU02770009,40
BU02790000,36120
BU02790008,3475
BU02790009,7315
BU02810000,4270
BU02810001,2610
BU02810002,4910
BU02810003,2760
BU02810004,2050
BU02810005,4470
BU02810006,3450
BU02810007,9300
BU02810009,8565
BU02810010,1130
BU02810100,6050
BU02810101,6465
BU02810103,2900
BU02810104,4170
BU02810107,5
BU02810108,390
BU02810109,165
BU02810200,1390
BU02810201,485
BU02810208,345
BU02810209,870
BU02810300,1340
BU02810301,2665
BU02810302,2615
BU02810303,2795
BU02810304,150
BU02810305,220
BU02810306,45
BU02850000,7575
BU02850001,170
BU02850002,690
BU02850005,1975
BU02850006,440
BU02850007,320
BU02850008,180
BU02850009,1770
BU02850100,10760
BU02850101,8320
BU02850102,4070
BU02850103,5750
BU02850104,1020
BU02850105,6015
BU02850106,825
BU02850107,285
BU02850108,4800
BU02850109,3690
BU02850200,2655
BU02850201,1590
BU02850202,280
BU02850203,645
BU02850205,975
BU02850206,1515
BU02850207,680
BU02850208,1720
BU02850209,460
BU02850300,3840
BU02850301,540
BU02850308,1965
BU02850309,270
BU02890101,6125
BU02890102,10800
BU02890103,5275
BU02890104,2135
BU02890201,5775
BU02890202,12285
BU02890301,12495
BU02890302,5520
BU02890401,9840
BU02890402,5920
BU02890501,5220
BU02890502,11130
BU02890503,8910
BU02890504,2430
BU02890601,3240
BU02890602,10840
BU02890603,15390
BU02890604,17465
BU02890701,26055
BU02890702,20760
BU02890801,10700
BU02890802,1320
BU02890901,15350
BU02890902,4380
BU02891001,9170
BU02891002,4725
BU02891003,6615
BU02891101,11250
BU02891201,675
BU02891202,5700
BU02891203,4640
BU02891204,1575
BU02891205,735
BU02930000,12110
BU02930001,5780
BU02930002,15275
BU02930003,8480
BU02930004,11600
BU02930009,375
BU02940000,3825
BU02940002,5285
BU02940003,6705
BU02940004,7980
BU02940102,145
BU02940103,1210
BU02940105,355
BU02940108,65
BU02940109,390
BU02940121,840
BU02960000,675
BU02960001,360
BU02960002,325
BU02960100,8220
BU02960102,1800
BU02960103,3080
BU02960104,645
BU02960105,1950
BU02960106,6360
BU02960107,8650
BU02960108,7250
BU02960109,12885
BU02960110,2140
BU02960111,720
BU02960112,2880
BU02960113,4900
BU02960114,3300
BU02960115,2700
BU02960116,4040
BU02960117,540
BU02960118,700
BU02960119,430
BU02960120,740
BU02960121,320
BU02960122,760
BU02960123,5380
BU02960124,820
BU02960125,4380
BU02960126,2460
BU02960127,1485
BU02960128,540
BU02960129,1420
BU02960130,5360
BU02960131,1980
BU02960132,980
BU02960133,1875
BU02960134,2300
BU02960135,4675
BU02960136,3425
BU02960137,5975
BU02960138,7520
BU02960200,1755
BU02960201,580
BU02960300,3675
BU02960301,910
BU02960400,8070
BU02960401,245
BU02960402,3320
BU02960500,3160
BU02960501,640
BU02960600,150
BU02960601,630
BU02960700,915
BU02960701,50
BU02960702,255
BU02960800,795
BU02960801,1605
BU02960802,475
BU02960803,3180
BU02970000,3840
BU02970001,10100
BU02970002,6720
BU02970007,11140
BU02970008,975
BU02970009,420
BU02970100,12975
BU02970101,1905
BU02970102,1565
BU02970103,5120
BU02970104,160
BU02970105,2235
BU02970106,1470
BU02970107,2600
BU02970109,1860
BU02970200,1290
BU02970201,5660
BU02970202,580
BU02970203,4690
BU02970204,1650
BU02970207,570
BU02970208,1980
BU02970209,2310
BU02970300,1350
BU02970301,60
BU02970309,415
BU02990000,7200
BU02990001,7325
BU02990002,8300
BU02990003,8860
BU02990004,20925
BU02990005,12300
BU02990006,18960
BU02990007,7475
BU02990008,480
BU02990009,3980
BU02990010,14300
BU02990011,140
BU02990012,120
BU02990013,700
BU02990014,2420
BU02990015,5150
BU02990016,8160
BU02990017,700
BU02990100,4665
BU02990101,1300
BU02990102,390
BU02990200,7290
BU02990201,1440
BU02990300,13325
BU02990301,260
BU02990302,3325
BU02990400,2020
BU02990500,720
BU02990600,2185
BU02990601,380
BU02990700,280
BU02990701,1290
BU02990800,1650
BU02990801,540
BU02990900,3015
BU02991000,5620
BU02991001,20
BU02991100,990
BU02991101,330
BU03010000,7335
BU03010001,3470
BU03010002,3930
BU03010003,4545
BU03010004,9480
BU03010100,2280
BU03010101,1270
BU03010102,3040
BU03010103,3290
BU03010104,3320
BU03010105,2460
BU03010106,2980
BU03010200,1870
BU03010201,4600
BU03010202,5640
BU03010203,2720
BU03010300,2330
BU03010301,2470
BU03010302,2550
BU03010303,4110
BU03010304,2550
BU03010400,4140
BU03010401,2695
BU03010402,1745
BU03010409,980
BU03010500,7670
BU03010501,640
BU03010502,2145
BU03010503,1025
BU03010509,1420
BU03020001,9195
BU03020002,670
BU03020003,1620
BU03020005,1150
BU03020006,2435
BU03020007,840
BU03020008,130
BU03020009,460
BU03020100,6370
BU03020101,375
BU03020107,330
BU03020108,3210
BU03020109,210
BU03030211,120
BU03030322,1200
BU03030549,1270
BU03030601,325
BU03030602,1655
BU03030603,405
BU03030604,90
BU03030605,1400
BU03030606,1095
BU03030607,495
BU03030608,90
BU03030609,55
BU03030620,2910
BU03070100,700
BU03070101,890
BU03070102,330
BU03070103,910
BU03070104,2550
BU03070105,2110
BU03070106,495
BU03070107,620
BU03070108,410
BU03070200,430
BU03070202,1750
BU03070204,730
BU03070300,5205
BU03070301,3825
BU03070302,4785
BU03070303,6705
BU03070304,8725
BU03070305,5640
BU03070306,5520
BU03070307,720
BU03070308,440
BU03070401,410
BU03070402,645
BU03070504,180
BU03070505,325
BU03070600,1250
BU03070601,3520
BU03070603,1610
BU03070700,4860
BU03070701,3980
BU03070702,4950
BU03070800,4935
BU03070801,3560
BU03070803,2220
BU03070900,4050
BU03070902,3310
BU03070903,4270
BU03070905,1210
BU03070906,50
BU03071000,3240
BU03071001,4830
BU03071002,6120
BU03071003,4665
BU03071004,5685
BU03071100,7800
BU03071101,8250
BU03071201,1025
BU03071202,750
BU03071203,100
BU03071204,300
BU03071205,350
BU03071300,6660
BU03071301,7180
BU03071302,4160
BU03071400,3260
BU03071401,5940
BU03071402,2460
BU03071403,7605
BU03071500,1675
BU03071501,6135
BU03071502,1840
BU03071503,2340
BU03071600,2800
BU03071601,7600
BU03071602,6930
BU03071603,75
BU03071700,900
BU03071701,3915
BU03071702,1485
BU03071703,2985
BU03071704,4160
BU03071705,3165
BU03071706,2265
BU03071707,200
BU03071800,2355
BU03071801,70
BU03071802,1710
BU03071803,3405
BU03071804,2715
BU03071900,1720
BU03071901,1605
BU03071902,2420
BU03071903,2710
BU03071904,2910
BU03071905,715
BU03071906,365
BU03072000,2560
BU03072001,2960
BU03072002,2190
BU03072003,1065
BU03072004,1625
BU03072005,1285
BU03072007,10
BU03072100,1455
BU03072101,600
BU03072102,1315
BU03072103,960
BU03072104,1055
BU03072105,750
BU03072106,1285
BU03072107,1550
BU03072108,1725
BU03072201,145
BU03072400,3170
BU03072402,2305
BU03072403,1275
BU03072404,2950
BU03072405,3225
BU03072407,3000
BU03072500,1320
BU03072600,7550
BU03072601,8920
BU03072602,4050
BU03072603,960
BU03072700,315
BU03072701,1950
BU03072709,120
BU03072800,1890
BU03072801,855
BU03072802,2135
BU03072803,1200
BU03072804,590
BU03072900,4010
BU03072901,2700
BU03072902,4580
BU03073000,3330
BU03073001,4810
BU03073100,1890
BU03073101,17815
BU03073102,9600
BU03073103,6850
BU03073104,2710
BU03073105,200
BU03073304,5
BU03073401,2100
BU03073402,1180
BU03073403,2160
BU03080000,9050
BU03080001,5075
BU03080002,4675
BU03080003,13530
BU03080004,6435
BU03080005,10180
BU03080006,2400
BU03080007,2640
BU03080100,5350
BU03080101,12780
BU03080102,7770
BU03080103,13895
BU03080104,11220
BU03080105,8400
BU03080109,1015
BU03080200,7110
BU03080201,1820
BU03080400,1250
BU03080401,1400
BU03080500,1290
BU03080501,300
BU03100101,7350
BU03100102,840
BU03100201,16740
BU03100202,1800
BU03100301,36240
BU03100302,1755
BU03100303,1600
BU03100401,10440
BU03100402,7260
BU03100505,43605
BU03100601,17310
BU03100602,15680
BU03100603,2915
BU03100701,35280
BU03100702,7000
BU03100703,140
BU03100801,24795
BU03100802,56800
BU03100901,33460
BU03100902,210
BU03100903,6475
BU03101001,30310
BU03101002,2700
BU03120000,20820
BU03120001,135
BU03120008,300
BU03120009,525
BU03120100,16245
BU03120109,4655
BU03120200,10100
BU03120209,3050
BU03130001,9660
BU03130002,24225
BU03130003,9350
BU03130004,12975
BU03130005,16300
BU03130006,14760
BU03130007,920
BU03130008,705
BU03130009,8250
BU03130011,5790
BU03170210,210
BU03170212,1650
BU03170213,875
BU03170214,90
BU03170215,465
BU03170216,200
BU03170217,15880
BU03170218,2115
BU03170219,11850
BU03211010,8200
BU03211011,3920
BU03211012,3540
BU03211013,3990
BU03211014,7100
BU03211015,7290
BU03211016,4840
BU03211017,6960
BU03211018,3820
BU03211019,6900
BU03211120,1280
BU03211121,5420
BU03211122,2370
BU03211123,5050
BU03211124,8400
BU03211125,9025
BU03211126,6450
BU03211127,4925
BU03211128,3360
BU03211129,6720
BU03211230,5300
BU03211231,8225
BU03211232,8840
BU03211233,4800
BU03211234,7225
BU03211235,10725
BU03211236,3640
BU03211237,4300
BU03211238,1290
BU03211340,5775
BU03211341,8525
BU03211342,7475
BU03211343,9850
BU03211344,9720
BU03211345,8250
BU03212055,60
BU03212061,810
BU03212062,30
BU03212063,150
BU03212064,750
BU03212065,450
BU03213070,1770
BU03213071,575
BU03213172,1300
BU03214080,5450
BU03214081,1395
BU03214182,585
BU03215090,7050
BU03215091,1900
BU03215192,2655
BU03215193,675
BU03270000,4380
BU03270001,3660
BU03270002,5635
BU03270003,7840
BU03270004,4140
BU03270005,5530
BU03270006,4130
BU03270007,5775
BU03270008,9180
BU03270009,6160
BU03270100,7410
BU03270101,4095
BU03270102,5160
BU03270103,6780
BU03270104,3080
BU03270105,8800
BU03270106,11920
BU03270107,5285
BU03270108,13260
BU03270109,5430
BU03270200,8040
BU03270201,12675
BU03270209,2625
BU03270300,9900
BU03270309,3060
BU03270400,2695
BU03270500,12775
BU03270501,12005
BU03310000,5620
BU03310001,1340
BU03310002,2540
BU03310003,4560
BU03310004,570
BU03310005,570
BU03310006,1540
BU03310007,175
BU03310008,420
BU03310009,1475
BU03310010,9900
BU03310019,2340
BU03310020,1280
BU03310029,1390
BU03350000,27400
BU03350001,10340
BU03350100,14440
BU03350101,220
BU03350102,510
BU03350103,5400
BU03350108,1250
BU03350109,3150
BU03350200,990
BU03350201,900
BU03350202,940
BU03350209,45
BU03390000,13960
BU03390009,9020
BU03400001,3135
BU03400101,1710
BU03400102,1960
BU03400103,2380
BU03400104,2040
BU03400105,3795
BU03400201,4230
BU03400202,2190
BU03400203,1830
BU03400301,8130
BU03400302,2895
BU03400303,600
BU03400401,200
BU03400501,1820
BU03400502,1960
BU03400503,980
BU03400504,150
BU03400601,3960
BU03400701,3740
BU03400702,1060
BU03400703,1900
BU03400801,940
BU03400901,425
BU03401001,315
BU03401101,210
BU03401201,30
BU03401301,1650
BU03401302,8415
BU03401303,2115
BU03401304,1710
BU03420101,1230
BU03420102,17040
BU03420103,19940
BU03420201,16175
BU03420301,180
BU03420302,1155
BU03420303,35
BU03420304,10700
BU03420401,1590
BU03420402,8970
BU03420403,9240
BU03420404,480
BU03420405,2160
BU03420501,24700
BU03420601,33270
BU03420602,1330
BU03420604,2760
BU03420605,4760
BU03420606,2970
BU03420701,37240
BU03420702,1470
BU03420703,1360
BU03420704,1830
BU03420705,1485
BU03420706,100
BU03420801,4160
BU03420802,21910
BU03420803,1725
BU03420804,31905
BU03440111,9050
BU03440112,21000
BU03440113,5520
BU03440114,7460
BU03440121,8880
BU03440122,4680
BU03440123,24275
BU03440124,20875
BU03440131,29500
BU03440132,6575
BU03440133,750
BU03440211,14145
BU03440212,8560
BU03440221,8640
BU03440222,20100
BU03440223,15600
BU03440224,11300
BU03440231,11120
BU03440232,16920
BU03440233,10320
BU03440241,15820
BU03440242,18340
BU03440243,3525
BU03440244,18875
BU03440311,12585
BU03440312,24500
BU03440321,19425
BU03440322,21950
BU03440331,31230
BU03440332,9900
BU03440333,425
BU03440341,25200
BU03440342,22425
BU03440343,1590
BU03440411,12075
BU03440412,9675
BU03440413,4950
BU03440414,7035
BU03440415,8460
BU03440421,20415
BU03440422,6810
BU03440423,10280
BU03440521,2130
BU03440522,895
BU03440523,6500
BU03440524,4590
BU03440525,1980
BU03440526,820
BU03440531,3545
BU03440533,9660
BU03440534,2920
BU03440535,2805
BU03440611,2465
BU03440612,3300
BU03440613,10875
BU03440621,2690
BU03440622,5390
BU03440623,1000
BU03440624,3970
BU03440625,5260
BU03440626,1140
BU03440627,1485
BU03440628,6135
BU03440711,12930
BU03440712,21090
BU03440721,12375
BU03440722,6300
BU03440723,4720
BU03440731,1760
BU03440732,4500
BU03440733,11220
BU03440811,15840
BU03440812,27120
BU03440821,920
BU03440822,5720
BU03440823,18460
BU03440831,17960
BU03440832,8680
BU03440911,20
BU03440912,21180
BU03440913,29825
BU03440921,27020
BU03440922,24300
BU03440931,17850
BU03440932,10410
BU03440933,22950
BU03440934,8640
BU03440941,20250
BU03440942,23070
BU03440943,26730
BU03440951,7200
BU03440953,220
BU03441011,45
BU03441012,1240
BU03441013,8690
BU03441014,1980
BU03441021,6110
BU03441024,18340
BU03441031,30150
BU03441032,32525
BU03441033,1560
BU03441041,1855
BU03450001,3120
BU03450002,5460
BU03450003,2510
BU03450099,4440
BU03450110,14025
BU03450111,9135
BU03450112,540
BU03450113,1755
BU03450114,6855
BU03450116,135
BU03450117,9975
BU03450118,7950
BU03450220,7520
BU03450221,1365
BU03450222,2500
BU03450223,10425
BU03450224,10580
BU03450225,885
BU03450226,20
BU03450227,150
BU03450228,180
BU03450330,1380
BU03450331,5830
BU03450332,2370
BU03450440,5010
BU03450441,9165
BU03450442,6225
BU03450443,4845
BU03450444,330
BU03450445,340
BU03450550,12960
BU03450551,9860
BU03450552,8640
BU03450553,7290
BU03450554,10600
BU03450555,440
BU03450556,100
BU03450557,450
BU03510001,19890
BU03510002,18960
BU03510003,11800
BU03510004,17820
BU03510005,7350
BU03510006,11010
BU03510007,4725
BU03510008,600
BU03510009,2790
BU03510010,1600
BU03510011,2475
BU03510012,3450
BU03520000,7980
BU03520001,12810
BU03520002,4515
BU03520003,15575
BU03520004,13475
BU03520005,8295
BU03520006,10535
BU03520007,12000
BU03520008,13880
BU03520009,9920
BU03520010,270
BU03520011,15960
BU03520100,2520
BU03520101,1540
BU03520200,8580
BU03520201,2550
BU03520300,7220
BU03520301,2100
BU03530001,8000
BU03530002,7880
BU03530003,9540
BU03530004,13140
BU03530005,7425
BU03530006,5580
BU03530007,16770
BU03530008,22720
BU03530009,4815
BU03530010,4150
BU03530011,40
BU03530012,6440
BU03530013,3800
BU03530014,100
BU03530015,400
BU03530016,550
BU03530017,21500
BU03530018,13450
BU03530019,21175
BU03530020,13150
BU03530021,11055
BU03530022,26650
BU03530023,4400
BU03530024,11770
BU03530025,34970
BU03530026,28100
BU03530027,9300
BU03530028,3550
BU03530029,4545
BU03530030,950
BU03550101,24150
BU03550102,19290
BU03550103,36470
BU03550104,31360
BU03550105,2660
BU03550201,24570
BU03550202,28350
BU03550203,11200
BU03550204,17120
BU03550205,38340
BU03550206,15795
BU03550301,21875
BU03550302,18655
BU03550303,8640
BU03550304,15400
BU03550305,17640
BU03550306,3185
BU03550307,17150
BU03550308,75
BU03550309,1040
BU03550401,25375
BU03550402,28080
BU03550403,1650
BU03550404,600
BU03550405,3965
BU03550406,14600
BU03550407,280
BU03550501,3425
BU03550502,7920
BU03550503,17350
BU03550504,5220
BU03550505,16920
BU03550506,20400
BU03550507,1050
BU03550508,13095
BU03560101,6390
BU03560102,5510
BU03560103,3310
BU03560201,4860
BU03560202,5710
BU03560301,6420
BU03560302,6555
BU03560303,8220
BU03560401,2930
