bu_code,potential
BU00341003,0.0
BU00341101,4908.438900958871
BU00341102,3288.1808478048206
BU00341401,590.3456349111402
BU00341501,0.0
BU00341601,34.48096925752459
BU00341602,0.0
BU00341701,10168.937994936085
BU00341702,6441.218582083792
BU00341703,5014.313431775055
BU00341704,8998.693587891334
BU00341705,14357.372308532515
BU00341801,10578.710907364644
BU00341802,10259.068249772106
BU00341803,11549.680125168878
BU00341804,14868.933346042495
BU00341805,17386.933535541102
BU00341806,13175.88120513498
BU00341807,0.0
BU00341808,36.48245010607352
BU00341901,12198.584667906853
BU00341902,15438.188927436777
BU00341903,8252.59391493822
BU00341904,4599.828459378475
BU00342001,13261.211837447892
BU00342002,13756.663920195591
BU00342003,8998.855118523767
BU00342004,4428.432929283823
BU00342005,0.0
BU00342101,15672.367179579622
BU00342102,10345.259629483266
BU00342103,0.0
BU00342201,9921.019634490853
BU00342202,11227.847519561003
BU00342203,7289.079330749826
BU00342204,12702.136885780832
BU00342205,11729.755206259146
BU00342206,208.84617741610984
BU00342301,13674.805671665588
BU00342302,14096.819029576569
BU00342303,11268.032164820406
BU00342304,4543.027859424801
BU00342401,5929.235986897463
BU00342402,15169.405981997841
BU00342403,10310.448586446204
BU00342404,10429.232278942305
BU00342405,15984.736272455282
BU00342406,11809.125950493439
BU00342407,34.06165883700129
BU00342408,0.0
BU00342501,6804.377399445149
BU00342502,6572.61777930949
BU00342503,5288.178494698793
BU00342601,7664.114532465893
BU00342602,11583.334010758457
BU00342603,13614.136879791185
BU00342604,9016.255387820085
BU00342605,6358.894065373619
BU00342606,9712.02872791027
BU00342607,904.4367423190097
BU00342608,0.0
BU00342609,0.0
BU00342701,16291.339886544201
BU00342702,10695.912351799732
BU00342703,22006.225617545446
BU00342704,16664.394547316177
BU00342705,14642.205096989153
BU00342706,38.89180761936478
BU00342707,0.0
BU00342708,0.0
BU00342801,9138.158589244593
BU00342802,11820.797640219207
BU00342803,3624.1660963815434
BU00342804,13773.360059343335
BU00342805,9208.42262362053
BU00342806,14586.184530913963
BU00342807,10571.530001344381
BU00342808,13111.463828198428
BU00342809,456.63800397687857
BU00342810,0.0
BU00342901,13732.58009253184
BU00342902,23278.107891805554
BU00342903,10666.714784167103
BU00342904,925.0579204418333
BU00343001,16502.713761416486
BU00343002,12163.401997037487
BU00343003,14593.287527687868
BU00343004,16630.921753540646
BU00343005,16121.524877050964
BU00343006,973.6356989495177
BU00343007,238.1679203510402
BU00343101,5199.457297625447
BU00343102,7416.140282122931
BU00343103,13774.088420227548
BU00343104,15124.81853243246
BU00343105,10148.891951415246
BU00343201,521.2605721043831
BU00343401,75.88721076129738
BU00343402,540.3716062649745
BU00343403,38.08054545948149
BU00343501,36.9220891584026
BU00343502,147.25083002945772
BU00343601,0.0
BU00343701,1177.930886469493
BU00343702,0.0
BU00343801,0.0
BU00343802,0.0
BU00343901,0.0
BU00343902,0.0
BU00343903,0.0
BU00344001,0.0
BU00344002,0.0
BU00344003,0.0
BU00344101,10289.332443045
BU00344102,5360.23313493674
BU00344201,6040.294615622461
BU00344202,12997.53169221414
BU00344203,14612.3961113024
BU00344204,0.0
BU00344301,6123.507013211139
BU00344302,9925.34491205383
BU00344303,14925.341946265686
BU00344304,95.16645539118072
BU00344401,13769.247753994054
BU00344402,11289.099519469022
BU00344403,485.3945517068247
BU00344501,11812.98832992216
BU00344502,10625.949653822521
BU00344503,6283.74257363939
BU00344504,261.4222197146125
BU00344505,0.0
BU00344601,9612.437541773954
BU00344602,9199.067471663942
BU00344603,8626.744658122265
BU00344701,12553.588673060965
BU00344702,7416.301632887821
BU00344703,9867.75204083184
BU00344704,67.79287938055954
BU00344801,8212.366411367158
BU00344802,8228.474335778283
BU00344803,8572.250976976917
BU00344804,9743.637152892697
BU00344901,14239.482210051405
BU00344902,6421.940279003611
BU00344903,11567.38664094416
BU00344904,0.0
BU00345001,5509.8193358235585
BU00345002,10078.79285413409
BU00345101,8224.600220246302
BU00345102,8437.008832543961
BU00345103,7146.623480536121
BU00345104,10634.40081114233
BU00345105,663.1468377490219
BU00345201,5284.5223283282385
BU00345202,5936.3558759461375
BU00345203,6835.806484304487
BU00345204,4944.516204334736
BU00345205,7314.088667845593
BU00345206,8252.18930664631
BU00345207,0.0
BU00345301,6037.86638954433
BU00345302,0.0
BU00345601,124.28044229579234
BU00345602,220.40024920610256
BU00345701,28.010292394991158
BU00345702,26.548887906382255
BU00345801,1078.8439521414282
BU00345901,162.27045263941832
BU00345902,31.34544504308028
BU00346001,3858.426573595295
BU00346101,20731.1900281501
BU00346102,8788.584542759192
BU00346103,9535.762267838889
BU00346201,14435.988844855881
BU00346202,9556.768571655435
BU00346301,11417.608326767544
BU00346302,20309.309451107576
BU00346303,11265.81800517702
BU00346304,18637.759800422624
BU00346401,0.0
BU00346501,11090.887840277308
BU00346601,10209.827772689892
BU00346602,15430.737265506763
BU00347201,0.0
BU00347301,0.0
BU00347401,0.0
BU00347402,0.0
BU00347501,3037.536566747708
BU00347502,5556.1160821341155
BU00347503,0.0
BU00347504,0.0
BU00347601,8154.888496363483
BU00347602,0.0
BU00347603,15335.564307458117
BU00347604,32.68524794892648
BU00347701,10881.479565164493
BU00347702,12672.30876398128
BU00347703,0.0
BU00347901,0.0
BU00348501,83.6464695586391
BU00348502,356.0054104488485
BU00349615,38.20390650600202
BU00370100,1339.9630344692866
BU00370101,1009.0582182798943
BU00370102,1966.258528869075
BU00370103,2483.732456359255
BU00370104,1028.0533068488378
BU00370105,1958.0131691667002
BU00370106,288.42892975335076
BU00370107,340.3382293672784
BU00370108,2314.3162126204766
BU00370109,1258.4415045391695
BU00370110,1678.3222814668034
BU00370111,1274.5305673516214
BU00370112,1188.9413309357883
BU00370200,2349.4263606206237
BU00370201,754.1192229336542
BU00370202,1098.3337548435563
BU00370203,705.0101238395807
BU00370300,2188.0176730224516
BU00370301,167.63692557358257
BU00370308,248.29580014127126
BU00370309,524.2820420252639
BU00370400,591.4704244899003
BU00370401,68.50687334343726
BU00370402,204.35491363112467
BU00370409,77.50106412359791
BU00370500,1309.597228686836
BU00370509,324.90680686804797
BU00470000,9621.64024994253
BU00470001,12288.750207883257
BU00470002,3185.1511095704054
BU00470003,6677.088328733045
BU00470004,3760.4852777940423
BU00470005,26956.988020132707
BU00470006,255.67169246289245
BU00470007,8241.649586907231
BU00470100,1637.0257324598633
BU00470101,3117.49892980538
BU00470102,1147.9492713373488
BU00470109,642.6376109112132
BU00470200,9078.191531722758
BU00470201,3534.3370864639164
BU00470202,610.1453362688609
BU00470203,189.91427041976914
BU00470209,2417.330561894286
BU00500000,4430.034000314685
BU00500001,8830.48557192853
BU00500002,12549.26966421157
BU00500003,15195.21895150927
BU00500004,12441.535711171387
BU00500005,0.0
BU00500006,3024.5710179076173
BU00500007,1553.142480597023
BU00500008,460.231809933404
BU00500009,151.83052112963944
BU00500010,0.0
BU00590000,15251.625804226978
BU00590001,3392.0411558143264
BU00590002,6165.044884911304
BU00590003,5698.9562854316655
BU00590004,1906.951789061644
BU00590005,2037.816963799692
BU00590006,300.80220324669017
BU00590007,1125.634405107346
BU00590008,848.9145126331941
BU00590009,179.2381744809531
BU00590100,666.6584294613908
BU00590102,3505.0253448128738
BU00590103,2364.777992749401
BU00590107,166.60075419768273
BU00590108,438.92674005871845
BU00590109,418.3463415722755
BU00590200,9782.38621268799
BU00590201,7635.937100980269
BU00590202,1799.079628994885
BU00590203,1095.8449274722511
BU00590206,677.3514400393829
BU00590207,614.1949237292872
BU00590208,758.8722065724941
BU00590209,655.4337876438306
BU00600000,1.8477889950853696
BU00600001,1.1344008768320275
BU00600002,0.5342900351616948
BU00600003,1.855000228552155
BU00600007,0.09372237580172105
BU00600008,0.11263351743315951
BU00600009,0.14495970681336226
BU00720001,6167.501899101506
BU00720002,2752.280540869998
BU00720003,3269.828190652692
BU00720004,23807.348141228314
BU00720005,1238.8845025457456
BU00720006,10879.957884530204
BU00720007,0.0
BU00720009,512.3205846532704
BU00720100,1623.2845462765204
BU00720109,345.1927377837553
BU00720200,978.6622257591375
BU00720209,465.7945736543191
BU00740100,9243.148841123622
BU00740101,7217.281166285485
BU00740102,8824.025098012185
BU00740103,7722.2191066922305
BU00740104,16799.818429544815
BU00740105,3053.8555168016733
BU00740106,5504.7863869761295
BU00740107,10863.643402780937
BU00740108,956.3148319099543
BU00740109,312.8738195527122
BU00740110,119.33494532211685
BU00740201,583.2775725009985
BU00740202,930.3701096404665
BU00740203,1582.3294129328422
BU00740204,176.3887244280577
BU00740205,295.5514173156063
BU00740301,2628.8642719861205
BU00740302,573.9343102821904
BU00740401,3293.9654667281156
BU00740402,1179.2758437555487
BU00740403,819.9106801386284
BU00740404,1754.1899285780526
BU00740405,840.0591183124842
BU00740406,2606.6967939693022
BU00740407,558.0039908485332
BU00740601,3512.98385062592
BU00740701,987.5014726358396
BU00740702,551.3193442792152
BU00740901,11367.57128188195
BU00740902,3168.505961509502
BU00740903,3873.2356358862926
BU00801001,5355.054993042221
BU00801002,1712.1170542038458
BU00801003,2588.194045185038
BU00801004,6053.972301793498
BU00801005,5847.408331424986
BU00801006,2154.3487756564055
BU00801007,2339.175346168072
BU00801008,3735.3588945310657
BU00801101,2837.841682572729
BU00801102,5773.266538288926
BU00801103,11273.780205972545
BU00801104,4226.092284330566
BU00801105,3317.9248891329617
BU00801106,4835.723636466501
BU00801107,1071.0773134586032
BU00801108,5729.0889705478
BU00801109,2114.148736136703
BU00802001,8830.428624236396
BU00802002,6357.677061569837
BU00802003,9396.806544582905
BU00802004,7389.021677040408
BU00802005,2563.829740604903
BU00802006,3847.4978629533143
BU00802007,5731.223747675776
BU00802008,6242.916529279343
BU00802009,7669.117982237236
BU00803001,4508.303855537745
BU00803002,6709.031086815744
BU00803003,4311.536158514064
BU00803004,6797.770160669606
BU00803005,8003.6556999052045
BU00803006,6366.620232610234
BU00803007,272.0620648304323
BU00803101,16290.936587871982
BU00803102,98.41772864080066
BU00803201,17209.66039798765
BU00803202,2341.2462128305187
BU00803203,2485.7753793790107
BU00804001,8498.340930013144
BU00804002,6142.894140691864
BU00804003,7054.566200917686
BU00804004,8410.397835690486
BU00804101,17310.526669469225
BU00804102,92.40291805938938
BU00804103,22.55296372458576
BU00804104,45.89890663448118
BU00804105,0.0
BU00804106,0.0
BU00804107,0.0
BU00804108,0.0
BU00804109,110.60538484699745
BU00804110,22.98636505473227
BU00805001,8297.532915798507
BU00805002,8594.45353390611
BU00805003,23.310234067594457
BU00805101,17873.136878389192
BU00805102,16435.10851134306
BU00805103,11807.767889726138
BU00805104,0.0
BU00805105,494.764798773475
BU00806001,27408.24483465964
BU00806002,1658.169129818853
BU00806003,975.5022546996438
BU00806101,9470.32517369538
BU00806102,6533.553916680774
BU00806201,1624.9073457347197
BU00806202,872.1847399474808
BU00806203,191.69279309065655
BU00806204,4731.444123105745
BU00806205,635.286596967323
BU00806206,385.1217953826994
BU00806207,1131.7286665316758
BU00806208,188.7369467138986
BU00806209,2415.855212501872
BU00806210,170.89273297089613
BU00806301,17399.873981262437
BU00806302,1329.6097707936901
BU00806303,189.430479922214
BU00806304,81.25684593851949
BU00806305,629.8033463053534
BU00806306,46.13620661508424
BU00806307,376.3399597329779
BU00807001,16480.328587336695
BU00807002,9088.697528545716
BU00807003,5163.267277759623
BU00807004,471.4819962524901
BU00807101,14980.696583437077
BU00807201,584.0278183385276
BU00807202,525.3208550848623
BU00807203,20532.184362472526
BU00807301,8269.8633218462
BU00807302,4095.6037346696817
BU00807303,120.33308296719419
BU00807304,15.493948044231221
BU00807305,3637.234775357137
BU00807401,290.26911431148875
BU00807402,176.84956616162188
BU00807403,0.0
BU00807404,46.01908129233499
BU00807405,39.6168692403587
BU00808001,4253.634357432006
BU00808002,193.9468964791284
BU00808003,444.10141931645074
BU00808004,6207.794200385423
BU00808005,419.2081782036871
BU00808006,72.8605958580482
BU00808007,2138.043741699606
BU00808008,257.6520713886103
BU00808101,1845.2378237273936
BU00808102,639.8855537499124
BU00808103,4685.907331132295
BU00808104,304.21362215501614
BU00808105,2147.8064877119095
BU00808106,272.4827134900087
BU00808107,652.0633204867814
BU00808108,545.066132359464
BU00808109,1002.0602608180817
BU00808110,332.4572199078154
BU00808111,1111.7814930890165
BU00808112,291.5500767899172
BU00808113,411.5320805499698
BU00808114,104.20472078995823
BU00808115,823.1930631857095
BU00808116,1647.9758576792558
BU00808117,140.70193868678223
BU00808201,4065.9614055364896
BU00808202,387.427413471211
BU00808203,145.41054651828955
BU00808204,306.9788239885858
BU00808205,322.82551559892204
BU00808206,20368.29763290566
BU00808207,682.6570675349586
BU00808208,5336.958935719835
BU00808209,358.4340248730132
BU00850101,182.24301940220712
BU00850102,97.46749971967166
BU00850103,158.25845386618371
BU00850104,513.8751865784665
BU00850105,211.87226098355475
BU00850106,288.86538183093506
BU00850107,258.9782054792076
BU00850108,253.83852835547137
BU00850109,393.0223726663753
BU00850110,187.87506893745558
BU00850111,715.4808522390528
BU00850201,329.7929420215851
BU00850202,488.93042636848213
BU00850203,502.79057496832377
BU00850301,189.7334293673218
BU00850302,173.5747292837237
BU00850401,73.5850540499213
BU00850402,167.72984107002816
BU00850501,153.3435900237064
BU00850502,305.1412087550802
BU00850601,259.0989721118433
BU00850602,229.43506124831063
BU00850603,908.6974102037018
BU00850604,321.35789152759634
BU00850605,145.25371275346416
BU00850606,372.6813846814619
BU00850607,28.78311353340711
BU00850608,714.778676997661
BU00850701,143.75788030198913
BU00850702,59.45882902906109
BU00850801,412.57223491898054
BU00850802,277.07055839916706
BU00850901,52.28808026855479
BU00850902,115.62301221226622
BU00851001,786.9002276621397
BU00851002,274.61399349695404
BU00851003,327.8556666227042
BU00851101,965.400815807833
BU00851102,214.73919646511064
BU00851103,506.076927069445
BU00851104,242.95215479523793
BU00851105,208.3169753564419
BU00851106,233.41380658610726
BU00851107,418.22715788746706
BU00851108,463.4680406138242
BU00851109,326.8183476109172
BU00851110,550.230975900982
BU00851111,245.55537330734774
BU00851112,952.3114529746545
BU00851113,323.31603714421436
BU00851114,233.02029118587106
BU00851115,215.68233470028926
BU00851116,253.43098912638732
BU00851117,24.013484566340487
BU00851118,442.4845250075159
BU00851201,365.5495167242856
BU00851202,203.86415355777467
BU00851301,461.7486071856174
BU00851302,244.95337603516919
BU00860101,356.642228755468
BU00860102,997.6587388168983
BU00860103,393.2270061295699
BU00860201,185.3771458230963
BU00860202,688.2859600359424
BU00860203,1167.8771470901186
BU00860204,273.0554846978678
BU00860205,292.6031576849602
BU00860206,623.081201878734
BU00860207,374.26365286896646
BU00860208,69.90210624140869
BU00860209,151.56534063764104
BU00860401,828.827534120293
BU00860402,158.1979206658987
BU00860501,1649.4599442454255
BU00860502,185.48353010387925
BU00860503,1738.1072617700213
BU00860504,755.4800466447418
BU00860505,1023.6495630987613
BU00860506,1897.0418041096118
BU00860507,462.5535311840457
BU00860508,363.1835424237326
BU00860601,403.55196084346585
BU00860602,222.30142201508846
BU00860701,187.911867890051
BU00860702,147.83536172638307
BU00860801,1024.0610347911359
BU00860802,488.51098625897885
BU00860901,917.0644870254703
BU00860902,357.6149588095739
BU00861001,445.16794615749643
BU00861002,230.64697912420655
BU00861101,1557.08884607674
BU00861102,624.1639573895362
BU00861301,385.85299741433107
BU00861302,460.9020596201709
BU00861401,671.3453076804609
BU00861402,448.005447908173
BU00861501,1629.0983422044649
BU00861502,751.6352016235259
BU00861601,500.02405937212916
BU00861602,1523.9183254812956
BU00861603,94.63241879914546
BU00861604,512.0028159653721
BU00861605,1158.7527830765805
BU00861606,0.0
BU00861607,989.7610844398395
BU00861701,465.48981441552576
BU00861702,548.3817832171642
BU00861703,698.611649837239
BU00880000,2.232675432493604
BU00880009,0.21128229632217832
BU00900001,1649.0612471110455
BU00900002,5300.9204771437535
BU00900003,4613.993935384035
BU00900004,7269.476203273586
BU00900005,1359.0507895520032
BU00900006,3212.9390661594575
BU00900007,4055.915492093147
BU00900008,5520.459907806059
BU00900009,3864.22400975383
BU00900010,5314.241191776011
BU00900011,69.85033835038453
BU00900012,2054.8301680096242
BU00900013,3333.246830134345
BU00900014,1798.895525798204
BU00900015,1970.463721253092
BU00900016,0.0
BU00900017,732.2840255080259
BU00900018,1147.8378540293893
BU00900120,2476.035309556554
BU00900121,2091.6396800667035
BU00900122,1336.6336854872554
BU00900123,1925.5063364680518
BU00900124,152.06221224926878
BU00900125,2023.858770639502
BU00900126,663.5113809456119
BU00900127,46.107132752799565
BU00900128,284.2016970563686
BU00900129,94.23860282971346
BU00900130,2488.916591717068
BU00900131,827.9823824266158
BU00900132,595.2554286550337
BU00930000,0.1169628368518997
BU00930002,0.0035084333633376825
BU00930110,0.042838106529405055
BU00930111,0.015494293416088635
BU00930112,0.0006930612687405488
BU00930213,0.009452389213489138
BU00930214,0.004616880026333057
BU00930215,0.0
BU00930316,0.005974248780336919
BU00930317,0.00046014620851332253
BU00930418,0.0002831809539574697
BU00930419,0.02553835367047997
BU00930420,0.002268241828289466
BU00930521,0.007036382351807407
BU00930522,0.001125821176289185
BU00930523,0.0
BU00960000,0.051074274106848
BU00960009,0.002092646734107147
BU00980001,15.95884183021469
BU00980002,112.01707854428759
BU00980003,426.77161078556924
BU00980004,2038.1935738370137
BU00980005,1803.9969159801024
BU00980006,2079.1647817785824
BU00980007,628.0645561915353
BU00980008,1063.9394842122829
BU00980009,1021.6451833609249
BU00980010,1434.290363920199
BU00980011,3043.5783408913894
BU00980012,1742.269846910762
BU00980013,1267.8566306966577
BU00980014,874.2954359326337
BU00980015,1158.4946100654793
BU00980016,1162.6332852348785
BU00980017,708.2704923396268
BU00980018,406.6498849918428
BU00980019,1043.4242261923876
BU00980020,1750.3599030612324
BU00980021,102.19884439229997
BU00980101,356.73888085742186
BU00980102,284.6477510124233
BU00980103,210.45573095006563
BU00980104,290.34353279689424
BU00980201,220.57688244801858
BU00980202,280.26263556252104
BU00980301,115.70515410443849
BU00980302,111.16839424231475
BU00980303,145.14687241034414
BU00980304,260.72483343942383
BU00980305,150.86146516415087
BU00980401,259.7386597386226
BU00980402,91.15835734406116
BU00980403,174.66177971991087
BU00980501,286.5655941047649
BU00980502,374.9244817735377
BU00980601,170.27872540091994
BU00980602,502.63950002592685
BU00980701,1382.49160338976
BU00980702,153.372522136683
BU00980801,839.8120791597959
BU00980802,456.0175733364509
BU00980901,212.2745321717508
BU00980902,276.56300262959275
BU00980903,198.1844717567025
BU00981001,310.36277213498676
BU00981002,109.10738364758328
BU00981003,450.3307480125763
BU00981004,391.33733232533484
BU00981005,964.4804217042374
BU00981006,18.322396148273228
BU00981007,88.77592436752366
BU00981008,505.0457117961081
BU00981009,413.7607645620506
BU00981101,185.00825333511918
BU00981102,199.71688279177062
BU00981201,279.5263635633041
BU00981301,270.9640007687875
BU00981302,295.17575648773743
BU00981401,263.696661496678
BU00981402,366.6671088915552
BU00981501,1342.53681555027
BU00981502,453.5129177165995
BU01060000,726.3509102596279
BU01060001,57.63430433334445
BU01060002,839.9350263034863
BU01060003,1814.0172696360132
BU01060004,1716.6733599254958
BU01060005,2741.3364842105575
BU01060006,734.2810792414235
BU01060007,445.6009660081879
BU01060008,1156.1357984351628
BU01060009,98.61131455002104
BU01060010,1305.32150618492
BU01060011,992.3351734317649
BU01060012,652.1529109176224
BU01060100,2438.2656506943567
BU01060101,1359.7947968060644
BU01060102,2057.6540536939187
BU01060103,1678.6363529929679
BU01060104,778.1782140170378
BU01060105,1378.2128448466817
BU01060200,3422.8306535054285
BU01060201,1287.617021313138
BU01060202,3149.7713250962233
BU01060203,2297.8532902767456
BU01060204,1193.0085740398617
BU01060205,4112.732835857252
BU01060302,650.0766674091432
BU01060303,885.9120788361696
BU01060304,2457.070790753582
BU01060305,3623.7603433245536
BU01060306,630.1221117556996
BU01060307,4392.65632813851
BU01060308,2199.4608283169196
BU01060309,587.7050081381832
BU01060310,1960.0270267544365
BU01060311,433.44852809008046
BU01060400,628.4970226751983
BU01060401,3004.933353806068
BU01060402,2623.7173476150506
BU01060403,44.27535647543259
BU01060500,657.9101938811224
BU01060501,8.758124243493357
BU01060502,1988.191222733018
BU01060503,2742.7364977963693
BU01060504,1187.0234617225303
BU01060505,338.67687483720096
BU01060506,33.450176325374585
BU01060508,953.2699770471618
BU01060509,0.0
BU01060600,1771.7544972844757
BU01060601,3104.2652091249906
BU01060602,4069.600496902372
BU01060603,2889.361412663517
BU01060604,93.73872216089947
BU01060700,280.5835813430279
BU01060701,1558.2211314953504
BU01060702,998.670115246122
BU01060703,2048.5736315556783
BU01060704,2155.987908639409
BU01060705,1813.627469501778
BU01060706,1649.1176477905499
BU01060707,2252.389491815649
BU01060708,1533.8170231717693
BU01060709,1823.4878149750964
BU01060710,4068.0689917129
BU01060711,1299.743652592543
BU01060712,301.6236003088093
BU01060713,307.6321295830827
BU01060714,96.69061960814022
BU01060715,378.54757784344577
BU01060716,19.503531433875107
BU01060717,186.91861743502682
BU01060800,1264.1092241438546
BU01060801,1280.7497091656035
BU01060802,545.0421653245029
BU01060803,1316.8414714892092
BU01060804,1792.5880768812078
BU01060805,1528.2772722423624
BU01060806,620.3860560347256
BU01060807,1357.5897138891055
BU01060808,795.1857816688508
BU01060809,941.4401048281804
BU01060810,1339.5626225346257
BU01060811,16.082836176395073
BU01060812,57.23268683764275
BU01060813,74.6983765797949
BU01060815,1679.9048554798874
BU01060816,2041.7441358864032
BU01060817,33.791551701573184
BU01060899,75.45840043863728
BU01069900,488.64350912492904
BU01069901,26.0807871960482
BU01069902,58.710013520188134
BU01069903,103.85758411597688
BU01069904,167.91285309898606
BU01069905,42.88620926851765
BU01069906,86.11969116907123
BU01069907,41.51121567175773
BU01069908,129.01532361304066
BU01069909,125.30253393858152
BU01069910,75.69195546896661
BU01069911,150.34963143433086
BU01069912,108.21197034866984
BU01069913,120.88069336888728
BU01069914,17.47640841580941
BU01069915,108.92337321287232
BU01069916,121.92835964098788
BU01069917,18.69158752678584
BU01069918,59.02356781738662
BU01091000,8015.85219693848
BU01091001,4563.72246328861
BU01091002,4363.991614645704
BU01091003,10139.977177916351
BU01091004,7088.337498298062
BU01091006,621.5960756436567
BU01091007,5672.316910563546
BU01091008,4500.544754620806
BU01091009,222.3237730268214
BU01091010,36.041818859103856
BU01091011,410.5619007339738
BU01091012,214.76590455788067
BU01091013,30.2148986913162
BU01091014,457.9322209995448
BU01091015,3985.4596425854243
BU01091116,1815.0622453223748
BU01091117,912.8216859723625
BU01091218,486.0276494549322
BU01091219,26.13151640364762
BU01091320,232.41708482732187
BU01091421,274.7690753435554
BU01092022,11463.11553720917
BU01092023,1444.5120136692003
